x-axis,1,2
second,Volt,Volt
-27.20000E-03,,
-27.17500E-03,+16.69547744E+00,+2.85427133E+00
-27.15000E-03,+16.49447241E+00,+2.83417082E+00
-27.12500E-03,+16.69547744E+00,+2.77386932E+00
-27.10000E-03,+16.69547744E+00,+2.83417082E+00
-27.07500E-03,+16.89648247E+00,+2.95477384E+00
-27.05000E-03,+16.69547744E+00,+2.79396982E+00
-27.02500E-03,+16.89648247E+00,+2.85427133E+00
-27.00000E-03,+16.49447241E+00,+2.85427133E+00
-26.97500E-03,+16.49447241E+00,+2.99497484E+00
-26.95000E-03,+16.69547744E+00,+2.85427133E+00
-26.92500E-03,+16.89648247E+00,+3.31658288E+00
-26.90000E-03,+16.69547744E+00,+2.75376881E+00
-26.87500E-03,+16.69547744E+00,+3.09547735E+00
-26.85000E-03,+16.89648247E+00,+2.93467334E+00
-26.82500E-03,+16.69547744E+00,+3.03517585E+00
-26.80000E-03,+16.69547744E+00,+2.95477384E+00
-26.77500E-03,+16.69547744E+00,+2.71356781E+00
-26.75000E-03,+16.89648247E+00,+2.83417082E+00
-26.72500E-03,+16.69547744E+00,+2.65326630E+00
-26.70000E-03,+16.49447241E+00,+2.75376881E+00
-26.67500E-03,+16.69547744E+00,+2.79396982E+00
-26.65000E-03,+16.69547744E+00,+2.75376881E+00
-26.62500E-03,+16.89648247E+00,+2.89447233E+00
-26.60000E-03,+16.89648247E+00,+2.91457283E+00
-26.57500E-03,+16.49447241E+00,+2.91457283E+00
-26.55000E-03,+17.29849252E+00,+3.05527635E+00
-26.52500E-03,+17.09748749E+00,+2.89447233E+00
-26.50000E-03,+16.49447241E+00,+2.93467334E+00
-26.47500E-03,+16.89648247E+00,+2.85427133E+00
-26.45000E-03,+16.89648247E+00,+2.91457283E+00
-26.42500E-03,+16.69547744E+00,+2.91457283E+00
-26.40000E-03,+17.09748749E+00,+2.89447233E+00
-26.37500E-03,+16.49447241E+00,+2.91457283E+00
-26.35000E-03,+16.69547744E+00,+2.91457283E+00
-26.32500E-03,+16.89648247E+00,+2.89447233E+00
-26.30000E-03,+16.89648247E+00,+2.89447233E+00
-26.27500E-03,+16.69547744E+00,+2.89447233E+00
-26.25000E-03,+16.89648247E+00,+2.91457283E+00
-26.22500E-03,+16.89648247E+00,+2.91457283E+00
-26.20000E-03,+16.69547744E+00,+2.87437183E+00
-26.17500E-03,+16.89648247E+00,+2.89447233E+00
-26.15000E-03,+16.69547744E+00,+2.87437183E+00
-26.12500E-03,+16.89648247E+00,+2.89447233E+00
