x-axis,1,2
second,Volt,Volt
-7.6500E-03,+10.9296483E+00,+3.8271357E+00
-7.6400E-03,+10.9296483E+00,+3.6562815E+00
-7.6300E-03,+10.8542714E+00,+3.2804021E+00
-7.6200E-03,+10.8542714E+00,+2.8361810E+00
-7.6100E-03,+10.8542714E+00,+2.4603015E+00
-7.6000E-03,+10.7286433E+00,+2.0160804E+00
-7.5900E-03,+10.7788946E+00,+1.5376885E+00
-7.5800E-03,+10.6532664E+00,+922.6131E-03
-7.5700E-03,+10.6532664E+00,+444.2211E-03
-7.5600E-03,+10.7788946E+00,+0.0E+00
-7.5500E-03,+10.7788946E+00,-546.7337E-03
-7.5400E-03,+10.7286433E+00,-922.6131E-03
-7.5300E-03,+10.6532664E+00,-1.4693468E+00
-7.5200E-03,+10.8542714E+00,-2.3577890E+00
-7.5100E-03,+10.6532664E+00,-2.6311558E+00
-7.5000E-03,+10.8542714E+00,-2.9045227E+00
-7.4900E-03,+10.8542714E+00,-3.2804021E+00
-7.4800E-03,+11.0552765E+00,-3.5537689E+00
-7.4700E-03,+10.9296483E+00,-3.7246232E+00
-7.4600E-03,+11.0552765E+00,-3.7246232E+00
-7.4500E-03,+10.9798996E+00,-3.8271357E+00
-7.4400E-03,+11.0552765E+00,-3.7587940E+00
-7.4300E-03,+11.2562815E+00,-3.5537689E+00
-7.4200E-03,+11.0552765E+00,-3.3829146E+00
-7.4100E-03,+11.1809046E+00,-3.2804021E+00
-7.4000E-03,+11.1306534E+00,-2.8361810E+00
-7.3900E-03,+11.1306534E+00,-2.6311558E+00
-7.3800E-03,+11.1306534E+00,-2.0160804E+00
-7.3700E-03,+11.2562815E+00,-1.6402010E+00
-7.3600E-03,+11.3316584E+00,-1.1959799E+00
-7.3500E-03,+11.1809046E+00,-820.1005E-03
-7.3400E-03,+11.2562815E+00,-273.3668E-03
-7.3300E-03,+11.2562815E+00,+0.0E+00
-7.3200E-03,+11.2562815E+00,+546.7337E-03
-7.3100E-03,+11.2562815E+00,+820.1005E-03
-7.3000E-03,+11.1306534E+00,+1.3668342E+00
-7.2900E-03,+11.1306534E+00,+1.6402010E+00
-7.2800E-03,+11.1306534E+00,+1.9135679E+00
-7.2700E-03,+11.1306534E+00,+2.1869347E+00
-7.2600E-03,+11.1809046E+00,+2.5628141E+00
-7.2500E-03,+11.0552765E+00,+2.6311558E+00
-7.2400E-03,+11.0552765E+00,+2.6311558E+00
-7.2300E-03,+11.0552765E+00,+2.8020101E+00
-7.2200E-03,+10.8542714E+00,+2.4603015E+00
