Tempo(s),Canal 1(V),Canal 2(V)
-20.55000E-03,-4.20902600E+00,+679.96859E-03
-20.52500E-03,-4.21312200E+00,+677.58164E-03
-20.50000E-03,-4.20304661E+00,+673.64948E-03
-20.47500E-03,-4.22794561E+00,+672.58165E-03
-20.45000E-03,-4.21313446E+00,+666.52635E-03
-20.42500E-03,-4.20984261E+00,+663.63690E-03
-20.40000E-03,-4.21978033E+00,+659.51629E-03
-20.37500E-03,-4.21127520E+00,+656.06154E-03
-20.35000E-03,-4.22711647E+00,+652.07915E-03
-20.32500E-03,-4.21473009E+00,+649.71729E-03
-20.30000E-03,-4.21047076E+00,+646.58918E-03
-20.27500E-03,-4.22964225E+00,+642.54391E-03
-20.25000E-03,-4.21454147E+00,+640.92335E-03
-20.22500E-03,-4.22288280E+00,+637.89572E-03
-20.20000E-03,-4.21866229E+00,+633.27262E-03
-20.17500E-03,-4.21216710E+00,+630.27007E-03
-20.15000E-03,-4.23641362E+00,+625.52134E-03
-20.12500E-03,-4.21077242E+00,+625.40829E-03
-20.10000E-03,-4.21313412E+00,+621.12434E-03
-20.07500E-03,-4.21592370E+00,+616.07410E-03
-20.05000E-03,-4.21511918E+00,+612.05403E-03
-20.02500E-03,-4.22160148E+00,+608.93842E-03
-20.00000E-03,-4.19896385E+00,+607.88316E-03
-19.97500E-03,-4.20599854E+00,+603.05902E-03
-19.95000E-03,-4.21631313E+00,+601.19976E-03
-19.92500E-03,-4.20217945E+00,+596.71481E-03
-19.90000E-03,-4.20621208E+00,+592.80778E-03
-19.87500E-03,-4.18998149E+00,+590.79768E-03
-19.85000E-03,-4.19814678E+00,+587.71982E-03
-19.82500E-03,-4.20086084E+00,+583.66206E-03
-19.80000E-03,-4.18186512E+00,+578.69970E-03
-19.77500E-03,-4.18467957E+00,+579.39065E-03
-19.75000E-03,-4.17050908E+00,+574.21479E-03
-19.72500E-03,-4.17915159E+00,+572.15452E-03
-19.70000E-03,-4.16529512E+00,+570.20723E-03
-19.67500E-03,-4.14361137E+00,+562.85800E-03
-19.65000E-03,-4.14812186E+00,+562.65703E-03
-19.62500E-03,-4.13137585E+00,+562.28018E-03
-19.60000E-03,-4.11962887E+00,+557.49371E-03
-19.57500E-03,-4.09327274E+00,+551.42591E-03
-19.55000E-03,-4.05668987E+00,+549.59168E-03
-19.52500E-03,-4.07774567E+00,+547.56909E-03
-19.50000E-03,-4.01177760E+00,+547.01632E-03
-19.47500E-03,-3.99242994E+00,+541.42592E-03
-19.45000E-03,-3.98460466E+00,+537.54396E-03
-19.42500E-03,-3.94177788E+00,+536.09921E-03
-19.40000E-03,-3.95180183E+00,+532.85796E-03
-19.37500E-03,-3.90279522E+00,+529.36555E-03
-19.35000E-03,-3.86373651E+00,+525.96105E-03
-19.32500E-03,-3.87729293E+00,+522.40572E-03
-19.30000E-03,-3.83554685E+00,+520.29525E-03
-19.27500E-03,-3.82905078E+00,+517.60676E-03
-19.25000E-03,-3.81661427E+00,+515.35807E-03
-19.22500E-03,-3.76937857E+00,+512.09170E-03
-19.20000E-03,-3.78136301E+00,+510.21988E-03
-19.17500E-03,-3.75691620E+00,+505.76003E-03
-19.15000E-03,-3.73141281E+00,+504.74250E-03
-19.12500E-03,-3.72848596E+00,+501.72736E-03
-19.10000E-03,-3.69449150E+00,+497.88316E-03
-19.07500E-03,-3.68647576E+00,+496.40069E-03
-19.05000E-03,-3.67635081E+00,+491.77761E-03
-19.02500E-03,-3.63545818E+00,+490.35806E-03
-19.00000E-03,-3.62521952E+00,+487.46857E-03
-18.97500E-03,-3.60329810E+00,+485.52140E-03
-18.95000E-03,-3.57770708E+00,+481.01127E-03
-18.92500E-03,-3.57287008E+00,+480.29521E-03
-18.90000E-03,-3.52810902E+00,+478.49873E-03
-18.87500E-03,-3.50185254E+00,+474.84295E-03
-18.85000E-03,-3.48866231E+00,+472.79518E-03
-18.82500E-03,-3.45677751E+00,+470.16959E-03
-18.80000E-03,-3.43975439E+00,+466.67711E-03
-18.77500E-03,-3.40179031E+00,+463.78766E-03
-18.75000E-03,-3.36510684E+00,+460.27006E-03
-18.72500E-03,-3.35186567E+00,+457.70729E-03
-18.70000E-03,-3.31690342E+00,+456.65194E-03
-18.67500E-03,-3.28160114E+00,+453.12179E-03
-18.65000E-03,-3.25611158E+00,+448.62435E-03
-18.62500E-03,-3.21812214E+00,+448.77508E-03
-18.60000E-03,-3.19229240E+00,+445.19472E-03
-18.57500E-03,-3.16699149E+00,+444.54150E-03
-18.55000E-03,-3.11985510E+00,+441.70228E-03
-18.52500E-03,-3.08753085E+00,+439.31526E-03
-18.50000E-03,-3.04607433E+00,+436.71479E-03
-18.47500E-03,-3.00893843E+00,+432.99627E-03
-18.45000E-03,-2.98699055E+00,+431.68969E-03
-18.42500E-03,-2.93862446E+00,+431.27514E-03
-18.40000E-03,-2.88750578E+00,+429.88064E-03
-18.37500E-03,-2.85455358E+00,+425.65951E-03
-18.35000E-03,-2.80519493E+00,+422.44346E-03
-18.32500E-03,-2.76913928E+00,+421.11177E-03
-18.30000E-03,-2.75129956E+00,+417.78269E-03
-18.27500E-03,-2.69966703E+00,+415.73489E-03
-18.25000E-03,-2.65122419E+00,+414.54149E-03
-18.22500E-03,-2.63251853E+00,+412.93342E-03
-18.20000E-03,-2.58949159E+00,+410.52133E-03
-18.17500E-03,-2.54618694E+00,+405.92338E-03
-18.15000E-03,-2.52900056E+00,+405.92339E-03
-18.12500E-03,-2.48131262E+00,+403.42338E-03
-18.10000E-03,-2.43479206E+00,+400.98610E-03
-18.07500E-03,-2.41437780E+00,+400.15700E-03
-18.05000E-03,-2.37720516E+00,+398.12189E-03
-18.02500E-03,-2.32779517E+00,+396.62689E-03
-18.00000E-03,-2.30555838E+00,+395.32027E-03
-17.97500E-03,-2.27205382E+00,+391.80276E-03
-17.95000E-03,-2.22206608E+00,+389.91834E-03
-17.92500E-03,-2.19930227E+00,+389.69220E-03
-17.90000E-03,-2.16562205E+00,+386.27507E-03
-17.87500E-03,-2.12220488E+00,+385.45855E-03
-17.85000E-03,-2.09726704E+00,+384.46600E-03
-17.82500E-03,-2.07005613E+00,+379.95598E-03
-17.80000E-03,-2.01869938E+00,+376.95346E-03
-17.77500E-03,-1.98668905E+00,+376.41331E-03
-17.75000E-03,-1.96070983E+00,+375.34545E-03
-17.72500E-03,-1.91676529E+00,+371.38819E-03
-17.70000E-03,-1.88398827E+00,+370.84799E-03
-17.67500E-03,-1.85348574E+00,+369.78014E-03
-17.65000E-03,-1.79940285E+00,+366.48863E-03
-17.62500E-03,-1.75405091E+00,+366.04899E-03
-17.60000E-03,-1.72429019E+00,+363.44848E-03
-17.57500E-03,-1.67900126E+00,+361.02387E-03
-17.55000E-03,-1.63750584E+00,+359.76758E-03
-17.52500E-03,-1.59513155E+00,+357.15451E-03
-17.50000E-03,-1.54632535E+00,+356.62687E-03
-17.47500E-03,-1.49717921E+00,+353.22235E-03
-17.45000E-03,-1.43957889E+00,+351.27510E-03
-17.42500E-03,-1.36187804E+00,+349.36554E-03
-17.40000E-03,-1.32388783E+00,+347.77013E-03
-17.37500E-03,-1.30876224E+00,+346.57663E-03
-17.35000E-03,-1.27838565E+00,+346.23742E-03
-17.32500E-03,-1.21548303E+00,+341.86557E-03
-17.30000E-03,-1.14470457E+00,+342.39318E-03
-17.27500E-03,-1.09250647E+00,+339.66708E-03
-17.25000E-03,-1.07528243E+00,+338.78758E-03
-17.22500E-03,-1.05907611E+00,+336.90329E-03
-17.20000E-03,-1.01635038E+00,+332.22992E-03
-17.17500E-03,-968.83738E-03,+332.39322E-03
-17.15000E-03,-948.62416E-03,+330.33293E-03
-17.12500E-03,-919.44110E-03,+329.74245E-03
-17.10000E-03,-890.92324E-03,+326.51380E-03
-17.07500E-03,-870.42047E-03,+328.00877E-03
-17.05000E-03,-834.23982E-03,+326.91579E-03
-17.02500E-03,-800.16924E-03,+324.26508E-03
-17.00000E-03,-777.04128E-03,+319.62939E-03
-16.97500E-03,-743.72498E-03,+319.94349E-03
-16.95000E-03,-706.76496E-03,+317.55650E-03
-16.92500E-03,-674.55373E-03,+314.52891E-03
-16.90000E-03,-637.85793E-03,+315.06908E-03
-16.87500E-03,-598.14685E-03,+311.08669E-03
-16.85000E-03,-562.49354E-03,+310.65952E-03
-16.82500E-03,-524.37803E-03,+309.30275E-03
-16.80000E-03,-481.99094E-03,+307.65706E-03
-16.77500E-03,-438.14680E-03,+305.14449E-03
-16.75000E-03,-400.91070E-03,+302.48120E-03
-16.72500E-03,-366.67697E-03,+300.40829E-03
-16.70000E-03,-331.92821E-03,+299.46608E-03
-16.67500E-03,-295.48338E-03,+299.29021E-03
-16.65000E-03,-261.07393E-03,+296.46356E-03
-16.62500E-03,-227.35531E-03,+294.62936E-03
-16.60000E-03,-190.77234E-03,+291.52640E-03
-16.57500E-03,-153.72463E-03,+293.92582E-03
-16.55000E-03,-115.65940E-03,+290.16956E-03
-16.52500E-03,-80.62166E-03,+287.85806E-03
-16.50000E-03,-43.87548E-03,+288.09668E-03
-16.47500E-03,-8.25985E-03,+285.68466E-03
-16.45000E-03,+25.45872E-03,+284.74249E-03
-16.42500E-03,+63.15975E-03,+283.28520E-03
-16.40000E-03,+103.29800E-03,+280.75997E-03
-16.37500E-03,+140.04415E-03,+281.12432E-03
-16.35000E-03,+176.16229E-03,+279.65454E-03
-16.32500E-03,+214.56686E-03,+277.38059E-03
-16.30000E-03,+252.07942E-03,+275.73487E-03
-16.27500E-03,+283.86324E-03,+274.34045E-03
-16.25000E-03,+323.96387E-03,+271.51382E-03
-16.22500E-03,+371.77788E-03,+269.66704E-03
-16.20000E-03,+418.51166E-03,+270.04396E-03
-16.17500E-03,+451.08694E-03,+269.47865E-03
-16.15000E-03,+482.74511E-03,+267.89568E-03
-16.12500E-03,+517.11707E-03,+265.42084E-03
-16.10000E-03,+552.24277E-03,+261.81534E-03
-16.07500E-03,+590.18235E-03,+264.40324E-03
-16.05000E-03,+625.30802E-03,+261.14949E-03
-16.02500E-03,+654.20231E-03,+260.52135E-03
-16.00000E-03,+689.41602E-03,+257.44352E-03
-15.97500E-03,+718.83826E-03,+255.24501E-03
-15.95000E-03,+748.08437E-03,+256.38817E-03
-15.92500E-03,+780.01918E-03,+255.27016E-03
-15.90000E-03,+806.35079E-03,+253.92588E-03
-15.87500E-03,+831.94094E-03,+252.79518E-03
-15.85000E-03,+858.12205E-03,+252.39320E-03
-15.82500E-03,+882.69507E-03,+254.57904E-03
-15.80000E-03,+912.53157E-03,+252.60689E-03
-15.77500E-03,+940.93620E-03,+257.69472E-03
-15.75000E-03,+965.04413E-03,+266.48873E-03
-15.72500E-03,+988.95109E-03,+273.08417E-03
-15.70000E-03,+1.01714210E+00,+285.08176E-03
-15.67500E-03,+1.04494367E+00,+300.60931E-03
-15.65000E-03,+1.07525776E+00,+317.12949E-03
-15.62500E-03,+1.10725527E+00,+338.41097E-03
-15.60000E-03,+1.14571008E+00,+363.26018E-03
-15.57500E-03,+1.18003161E+00,+392.41850E-03
-15.55000E-03,+1.22459191E+00,+424.49141E-03
-15.52500E-03,+1.28118757E+00,+463.46128E-03
-15.50000E-03,+1.33156425E+00,+509.70508E-03
-15.47500E-03,+1.36282047E+00,+552.30546E-03
-15.45000E-03,+1.38815975E+00,+585.27028E-03
-15.42500E-03,+1.41748138E+00,+616.71497E-03
-15.40000E-03,+1.46321001E+00,+651.08687E-03
-15.37500E-03,+1.51278300E+00,+695.82315E-03
-15.35000E-03,+1.55564721E+00,+736.41350E-03
-15.32500E-03,+1.59756928E+00,+779.83063E-03
-15.30000E-03,+1.63563465E+00,+818.59943E-03
-15.27500E-03,+1.67506939E+00,+856.63966E-03
-15.25000E-03,+1.71617478E+00,+895.13210E-03
-15.22500E-03,+1.76254415E+00,+935.96135E-03
-15.20000E-03,+1.80228037E+00,+975.54676E-03
-15.17500E-03,+1.84495625E+00,+1.01934070E+00
-15.15000E-03,+1.88622519E+00,+1.05941607E+00
-15.12500E-03,+1.92578545E+00,+1.10122514E+00
-15.10000E-03,+1.96219244E+00,+1.14179049E+00
-15.07500E-03,+1.99921499E+00,+1.18018245E+00
-15.05000E-03,+2.03542106E+00,+1.21557186E+00
-15.02500E-03,+2.07022012E+00,+1.25155176E+00
-15.00000E-03,+2.10882566E+00,+1.29318484E+00
-14.97500E-03,+2.15238103E+00,+1.33114973E+00
-14.95000E-03,+2.18098641E+00,+1.36493115E+00
-14.92500E-03,+2.20612446E+00,+1.39564726E+00
-14.90000E-03,+2.24195375E+00,+1.42738082E+00
-14.87500E-03,+2.28181561E+00,+1.46328550E+00
-14.85000E-03,+2.32063467E+00,+1.49621258E+00
-14.82500E-03,+2.35685334E+00,+1.53408944E+00
-14.80000E-03,+2.38848637E+00,+1.56854924E+00
-14.77500E-03,+2.42411448E+00,+1.60381307E+00
-14.75000E-03,+2.46341109E+00,+1.64199142E+00
-14.72500E-03,+2.50312228E+00,+1.67863709E+00
-14.70000E-03,+2.54696616E+00,+1.71373772E+00
-14.67500E-03,+2.58120002E+00,+1.75338593E+00
-14.65000E-03,+2.61467993E+00,+1.78959194E+00
-14.62500E-03,+2.64777027E+00,+1.82572263E+00
-14.60000E-03,+2.68294615E+00,+1.86093621E+00
-14.57500E-03,+2.72172769E+00,+1.89631309E+00
-14.55000E-03,+2.75480557E+00,+1.93447882E+00
-14.52500E-03,+2.79081059E+00,+1.96655169E+00
-14.50000E-03,+2.82000648E+00,+2.00135073E+00
-14.47500E-03,+2.84822246E+00,+2.02925270E+00
-14.45000E-03,+2.87975514E+00,+2.06234315E+00
-14.42500E-03,+2.90803408E+00,+2.09016982E+00
-14.40000E-03,+2.93510690E+00,+2.12118734E+00
-14.37500E-03,+2.96466718E+00,+2.14902651E+00
-14.35000E-03,+2.99166470E+00,+2.17892610E+00
-14.32500E-03,+3.01705407E+00,+2.20627528E+00
-14.30000E-03,+3.04812212E+00,+2.23357418E+00
-14.27500E-03,+3.07145118E+00,+2.25775768E+00
-14.25000E-03,+3.09563443E+00,+2.28263203E+00
-14.22500E-03,+3.11660168E+00,+2.30617467E+00
-14.20000E-03,+3.13021981E+00,+2.32444096E+00
-14.17500E-03,+3.15261933E+00,+2.34635068E+00
-14.15000E-03,+3.17680293E+00,+2.36852404E+00
-14.12500E-03,+3.19689080E+00,+2.38847373E+00
-14.10000E-03,+3.22244342E+00,+2.41187818E+00
-14.07500E-03,+3.24034563E+00,+2.43323510E+00
-14.05000E-03,+3.26380028E+00,+2.45410180E+00
-14.02500E-03,+3.29001895E+00,+2.47474250E+00
-14.00000E-03,+3.31353676E+00,+2.49820993E+00
-13.97500E-03,+3.33995615E+00,+2.52138829E+00
-13.95000E-03,+3.36587328E+00,+2.54947877E+00
-13.92500E-03,+3.38859955E+00,+2.57523253E+00
-13.90000E-03,+3.41520735E+00,+2.59976774E+00
-13.87500E-03,+3.44299645E+00,+2.62679038E+00
-13.85000E-03,+3.46852406E+00,+2.65231809E+00
-13.82500E-03,+3.49506914E+00,+2.67867485E+00
-13.80000E-03,+3.51985567E+00,+2.70471753E+00
-13.77500E-03,+3.54138844E+00,+2.72780797E+00
-13.75000E-03,+3.56799627E+00,+2.75047122E+00
-13.72500E-03,+3.59240603E+00,+2.77675272E+00
-13.70000E-03,+3.60989322E+00,+2.79765716E+00
-13.67500E-03,+3.63220493E+00,+2.82108680E+00
-13.65000E-03,+3.65004423E+00,+2.84261945E+00
-13.62500E-03,+3.66831024E+00,+2.85964204E+00
-13.60000E-03,+3.68581029E+00,+2.87697879E+00
-13.57500E-03,+3.69684040E+00,+2.89400145E+00
-13.55000E-03,+3.71562188E+00,+2.90900130E+00
-13.52500E-03,+3.73106169E+00,+2.92630034E+00
-13.50000E-03,+3.74764448E+00,+2.94387579E+00
-13.47500E-03,+3.76395104E+00,+2.96101140E+00
-13.45000E-03,+3.77099908E+00,+2.97449132E+00
-13.42500E-03,+3.78769474E+00,+2.98988070E+00
-13.40000E-03,+3.80261957E+00,+3.00553399E+00
-13.37500E-03,+3.81165191E+00,+3.01818468E+00
-13.35000E-03,+3.81913946E+00,+3.03043347E+00
-13.32500E-03,+3.82778282E+00,+3.03738070E+00
-13.30000E-03,+3.83652634E+00,+3.04930277E+00
-13.27500E-03,+3.84363697E+00,+3.05539572E+00
-13.25000E-03,+3.85160176E+00,+3.06378767E+00
-13.22500E-03,+3.86163931E+00,+3.07240585E+00
-13.20000E-03,+3.86800887E+00,+3.08270733E+00
-13.17500E-03,+3.87518229E+00,+3.08976756E+00
-13.15000E-03,+3.88646330E+00,+3.09532032E+00
-13.12500E-03,+3.88740594E+00,+3.10097372E+00
-13.10000E-03,+3.89661426E+00,+3.10960421E+00
-13.07500E-03,+3.90645117E+00,+3.11869979E+00
-13.05000E-03,+3.91194097E+00,+3.12532033E+00
-13.02500E-03,+3.92131264E+00,+3.13171486E+00
-13.00000E-03,+3.92440335E+00,+3.13784560E+00
-12.97500E-03,+3.92952888E+00,+3.14429015E+00
-12.95000E-03,+3.94028283E+00,+3.15020727E+00
-12.92500E-03,+3.93892590E+00,+3.15624997E+00
-12.90000E-03,+3.94606148E+00,+3.16016964E+00
-12.87500E-03,+3.94915210E+00,+3.16479275E+00
-12.85000E-03,+3.95431525E+00,+3.16984290E+00
-12.82500E-03,+3.96030764E+00,+3.17550880E+00
-12.80000E-03,+3.95648854E+00,+3.17705396E+00
-12.77500E-03,+3.96249352E+00,+3.18097356E+00
-12.75000E-03,+3.96290833E+00,+3.18470470E+00
-12.72500E-03,+3.96719208E+00,+3.18651373E+00
-12.70000E-03,+3.97352373E+00,+3.19240578E+00
-12.67500E-03,+3.97140083E+00,+3.19470485E+00
