x-axis,1,2
second,Volt,Volt
-25.00000E-03,+84.01382E-03,+3.28344846E+00
-24.97500E-03,+47.98367E-03,+3.28261931E+00
-24.95000E-03,+12.02889E-03,+3.27925248E+00
-24.92500E-03,-23.48618E-03,+3.27784544E+00
-24.90000E-03,-58.64950E-03,+3.27905147E+00
-24.87500E-03,-92.36809E-03,+3.27817207E+00
-24.85000E-03,-125.92337E-03,+3.27741831E+00
-24.82500E-03,-166.56407E-03,+3.27467961E+00
-24.80000E-03,-200.81030E-03,+3.27413941E+00
-24.77500E-03,-238.96357E-03,+3.27274494E+00
-24.75000E-03,-275.84799E-03,+3.27327258E+00
-24.72500E-03,-311.23744E-03,+3.27380022E+00
-24.70000E-03,-340.97362E-03,+3.27347358E+00
-24.67500E-03,-380.40830E-03,+3.26905147E+00
-24.65000E-03,-418.88819E-03,+3.26907660E+00
-24.62500E-03,-444.69221E-03,+3.26918966E+00
-24.60000E-03,-484.75503E-03,+3.26872484E+00
-24.57500E-03,-531.90327E-03,+3.26798363E+00
-24.55000E-03,-575.28267E-03,+3.26574745E+00
-24.52500E-03,-614.93091E-03,+3.26759419E+00
-24.50000E-03,-645.76005E-03,+3.26221730E+00
-24.47500E-03,-684.65452E-03,+3.26488062E+00
-24.45000E-03,-720.42086E-03,+3.26322232E+00
-24.42500E-03,-756.96608E-03,+3.26255649E+00
-24.40000E-03,-792.10427E-03,+3.26083539E+00
-24.37500E-03,-817.05403E-03,+3.26020725E+00
-24.35000E-03,-853.19723E-03,+3.25877509E+00
-24.32500E-03,-888.07162E-03,+3.25873740E+00
-24.30000E-03,-915.44599E-03,+3.25733036E+00
-24.27500E-03,-947.75753E-03,+3.25681529E+00
-24.25000E-03,-980.55905E-03,+3.25461681E+00
-24.22500E-03,-1.00380028E+00,+3.25392584E+00
-24.20000E-03,-1.04228014E+00,+3.25411428E+00
-24.17500E-03,-1.07989324E+00,+3.25392584E+00
-24.15000E-03,-1.10805907E+00,+3.25392584E+00
-24.12500E-03,-1.14023240E+00,+3.25160173E+00
-24.10000E-03,-1.17743088E+00,+3.25167709E+00
-24.07500E-03,-1.19947867E+00,+3.25150122E+00
-24.05000E-03,-1.22986806E+00,+3.24819720E+00
-24.02500E-03,-1.27153894E+00,+3.24985550E+00
-24.00000E-03,-1.30957920E+00,+3.24915197E+00
-23.97500E-03,-1.33945355E+00,+3.24679016E+00
-23.95000E-03,-1.38003138E+00,+3.24558413E+00
-23.92500E-03,-1.42771982E+00,+3.24446604E+00
-23.90000E-03,-1.49094853E+00,+3.24455398E+00
