x-axis,1,2
second,Volt,Volt
-15.50000E-03,+1.37923993E+00,-3.81321E-03
-15.48450E-03,+1.39045853E+00,-3.83014E-03
-15.46900E-03,+1.41396355E+00,-3.84138E-03
-15.45350E-03,+1.45158919E+00,-3.84342E-03
-15.43800E-03,+1.48822236E+00,-3.84954E-03
-15.42250E-03,+1.52459171E+00,-3.86267E-03
-15.40700E-03,+1.55098619E+00,-3.86660E-03
-15.39150E-03,+1.57407663E+00,-3.88953E-03
-15.37600E-03,+1.59882539E+00,-3.87728E-03
-15.36050E-03,+1.61947866E+00,-3.88243E-03
-15.34500E-03,+1.64048369E+00,-3.89125E-03
-15.32950E-03,+1.66569726E+00,-3.91553E-03
-15.31400E-03,+1.69625001E+00,-3.90784E-03
-15.29850E-03,+1.72980533E+00,-3.90994E-03
-15.28300E-03,+1.75984302E+00,-3.92593E-03
-15.26750E-03,+1.78954146E+00,-3.92941E-03
-15.25200E-03,+1.82013189E+00,-3.94100E-03
-15.23650E-03,+1.84106151E+00,-3.94062E-03
-15.22100E-03,+1.87124994E+00,-3.94615E-03
-15.20550E-03,+1.89187811E+00,-3.95988E-03
-15.19000E-03,+1.91215446E+00,-3.96129E-03
-15.17450E-03,+1.93878762E+00,-3.96889E-03
-15.15900E-03,+1.96199112E+00,-3.96914E-03
-15.14350E-03,+1.98716703E+00,-3.98535E-03
-15.12800E-03,+2.00490577E+00,-3.99191E-03
-15.11250E-03,+2.02591083E+00,-3.99458E-03
-15.09700E-03,+2.04357404E+00,-4.00793E-03
-15.08150E-03,+2.06569722E+00,-4.01468E-03
-15.06600E-03,+2.09163945E+00,-4.02392E-03
-15.05050E-03,+2.12522000E+00,-4.03240E-03
-15.03500E-03,+2.15568481E+00,-4.03730E-03
-15.01950E-03,+2.18352393E+00,-4.04304E-03
-15.00400E-03,+2.19957926E+00,-4.05093E-03
-14.98850E-03,+2.21353655E+00,-4.05727E-03
-14.97300E-03,+2.22599886E+00,-4.07068E-03
-14.95750E-03,+2.24789580E+00,-4.07216E-03
-14.94200E-03,+2.27407668E+00,-4.07866E-03
-14.92650E-03,+2.30918970E+00,-4.09216E-03
-14.91100E-03,+2.33887577E+00,-4.08673E-03
-14.89550E-03,+2.36171491E+00,-4.09936E-03
-14.88000E-03,+2.38313446E+00,-4.09995E-03
-14.86450E-03,+2.39717962E+00,-4.11321E-03
-14.84900E-03,+2.41320970E+00,-4.11676E-03
-14.83350E-03,+2.42744332E+00,-4.10623E-03
-14.81800E-03,+2.44739312E+00,-4.13698E-03
