Tempo(s),Canal 1(V),Canal 2(V)
-23.62500E-03,-1.94739326E+00,+3.05411429E+00
-23.60000E-03,-1.99822231E+00,+3.05373739E+00
-23.57500E-03,-2.03385054E+00,+3.05037057E+00
-23.55000E-03,-2.06374993E+00,+3.04690323E+00
-23.52500E-03,-2.10439068E+00,+3.04812181E+00
-23.50000E-03,-2.13991842E+00,+3.04745600E+00
-23.47500E-03,-2.17690333E+00,+3.04405147E+00
-23.45000E-03,-2.22179014E+00,+3.04298363E+00
-23.42500E-03,-2.25617472E+00,+3.04300877E+00
-23.40000E-03,-2.28312186E+00,+3.03917710E+00
-23.37500E-03,-2.33294590E+00,+3.03740574E+00
-23.35000E-03,-2.36156409E+00,+3.03548363E+00
-23.32500E-03,-2.37513200E+00,+3.03385047E+00
-23.30000E-03,-2.40934044E+00,+3.03431529E+00
-23.27500E-03,-2.46424007E+00,+3.03062183E+00
-23.25000E-03,-2.49682790E+00,+3.02810924E+00
-23.22500E-03,-2.54155140E+00,+3.02994344E+00
-23.20000E-03,-2.58313448E+00,+3.02500624E+00
-23.17500E-03,-2.60440339E+00,+3.02338565E+00
-23.15000E-03,-2.64298362E+00,+3.02371228E+00
-23.12500E-03,-2.70241824E+00,+3.02182785E+00
-23.10000E-03,-2.72180278E+00,+3.02030776E+00
-23.07500E-03,-2.75751872E+00,+3.01793338E+00
-23.05000E-03,-2.80212944E+00,+3.01426504E+00
-23.02500E-03,-2.82641348E+00,+3.01533286E+00
-23.00000E-03,-2.85951632E+00,+3.01378765E+00
-22.97500E-03,-2.91613680E+00,+3.01243088E+00
-22.95000E-03,-2.93241841E+00,+3.00898866E+00
-22.92500E-03,-2.95960413E+00,+3.00877510E+00
-22.90000E-03,-3.00494344E+00,+3.00863690E+00
-22.87500E-03,-3.02666473E+00,+3.00493089E+00
-22.85000E-03,-3.05359923E+00,+3.00385047E+00
-22.82500E-03,-3.10093579E+00,+3.00040828E+00
-22.80000E-03,-3.11484301E+00,+3.00005651E+00
-22.77500E-03,-3.13162674E+00,+2.99739318E+00
-22.75000E-03,-3.16931533E+00,+2.99657662E+00
-22.72500E-03,-3.18633812E+00,+2.99607409E+00
-22.70000E-03,-3.20986805E+00,+2.99493085E+00
-22.67500E-03,-3.25635034E+00,+2.99318462E+00
-22.65000E-03,-3.26544596E+00,+2.99146352E+00
-22.62500E-03,-3.27609910E+00,+2.98853640E+00
-22.60000E-03,-3.31515712E+00,+2.98744342E+00
-22.57500E-03,-3.33177775E+00,+2.98519470E+00
-22.55000E-03,-3.35364934E+00,+2.98508163E+00
-22.52500E-03,-3.38069716E+00,+2.98271982E+00
-22.50000E-03,-3.38960446E+00,+2.98225499E+00
-22.47500E-03,-3.42523236E+00,+2.97908914E+00
-22.45000E-03,-3.46353660E+00,+2.97869972E+00
-22.42500E-03,-3.47635049E+00,+2.97589819E+00
-22.40000E-03,-3.50810913E+00,+2.97558412E+00
-22.37500E-03,-3.53319737E+00,+2.97308413E+00
-22.35000E-03,-3.55859937E+00,+2.97001881E+00
-22.32500E-03,-3.59976772E+00,+2.96996856E+00
-22.30000E-03,-3.62347371E+00,+2.96852384E+00
-22.27500E-03,-3.64689055E+00,+2.96543338E+00
-22.25000E-03,-3.67157665E+00,+2.96422735E+00
-22.22500E-03,-3.69216724E+00,+2.96483037E+00
-22.20000E-03,-3.72609916E+00,+2.96246856E+00
-22.17500E-03,-3.75078535E+00,+2.96273238E+00
-22.15000E-03,-3.75652624E+00,+2.95871229E+00
-22.12500E-03,-3.78413932E+00,+2.95706656E+00
-22.10000E-03,-3.79506933E+00,+2.95508161E+00
-22.07500E-03,-3.81701628E+00,+2.95402636E+00
-22.05000E-03,-3.85441552E+00,+2.95328514E+00
-22.02500E-03,-3.83650116E+00,+2.94972984E+00
-22.00000E-03,-3.85819693E+00,+2.94984295E+00
-21.97500E-03,-3.89371261E+00,+2.94994345E+00
-21.95000E-03,-3.88863696E+00,+2.94582283E+00
-21.92500E-03,-3.92565919E+00,+2.94361178E+00
-21.90000E-03,-3.93063463E+00,+2.94093592E+00
-21.87500E-03,-3.92603669E+00,+2.94205399E+00
-21.85000E-03,-3.98298392E+00,+2.93901378E+00
-21.82500E-03,-3.97483055E+00,+2.93838564E+00
-21.80000E-03,-3.98596068E+00,+2.93641329E+00
-21.77500E-03,-4.00349882E+00,+2.93563438E+00
-21.75000E-03,-4.00022000E+00,+2.93351127E+00
-21.72500E-03,-4.02709146E+00,+2.93172736E+00
-21.70000E-03,-4.02545866E+00,+2.93235549E+00
-21.67500E-03,-4.00881257E+00,+2.93128766E+00
-21.65000E-03,-4.02334798E+00,+2.92827259E+00
-21.62500E-03,-4.01542102E+00,+2.92641327E+00
-21.60000E-03,-4.03204128E+00,+2.92558412E+00
-21.57500E-03,-4.04699113E+00,+2.92363688E+00
-21.55000E-03,-4.03756888E+00,+2.92147608E+00
-21.52500E-03,-4.06587307E+00,+2.91834796E+00
-21.50000E-03,-4.07038334E+00,+2.91906403E+00
-21.47500E-03,-4.07274479E+00,+2.91540823E+00
-21.45000E-03,-4.08795844E+00,+2.91508164E+00
-21.42500E-03,-4.07867479E+00,+2.91309667E+00
-21.40000E-03,-4.09351132E+00,+2.91132533E+00
-21.37500E-03,-4.10204160E+00,+2.90832284E+00
-21.35000E-03,-4.09423971E+00,+2.90849870E+00
-21.32500E-03,-4.10661428E+00,+2.90750625E+00
-21.30000E-03,-4.10648889E+00,+2.90572233E+00
-21.27500E-03,-4.12010656E+00,+2.90310927E+00
-21.25000E-03,-4.12327252E+00,+2.90059669E+00
-21.22500E-03,-4.11436530E+00,+2.90042080E+00
-21.20000E-03,-4.13064697E+00,+2.89858664E+00
-21.17500E-03,-4.13357427E+00,+2.89792082E+00
-21.15000E-03,-4.13857386E+00,+2.89609918E+00
-21.12500E-03,-4.14155148E+00,+2.89450372E+00
-21.10000E-03,-4.13770746E+00,+2.89235548E+00
-21.07500E-03,-4.15619983E+00,+2.89318466E+00
-21.05000E-03,-4.15552145E+00,+2.89053387E+00
-21.02500E-03,-4.15846081E+00,+2.88838565E+00
-21.00000E-03,-4.16014457E+00,+2.88797107E+00
-20.97500E-03,-4.15939081E+00,+2.88724244E+00
-20.95000E-03,-4.17954118E+00,+2.88387559E+00
-20.92500E-03,-4.17439075E+00,+2.88373739E+00
-20.90000E-03,-4.17156379E+00,+2.88357411E+00
-20.87500E-03,-4.18162701E+00,+2.87861178E+00
-20.85000E-03,-4.18039577E+00,+2.87812183E+00
-20.82500E-03,-4.18771961E+00,+2.87807158E+00
-20.80000E-03,-4.18241841E+00,+2.87662682E+00
-20.77500E-03,-4.18270706E+00,+2.87633793E+00
-20.75000E-03,-4.19927781E+00,+2.87019467E+00
-20.72500E-03,-4.18994343E+00,+2.86970475E+00
-20.70000E-03,-4.19954119E+00,+2.86981781E+00
-20.67500E-03,-4.19471751E+00,+2.86711679E+00
-20.65000E-03,-4.19764444E+00,+2.86408920E+00
-20.62500E-03,-4.21466679E+00,+2.86322234E+00
-20.60000E-03,-4.19913935E+00,+2.86337307E+00
-20.57500E-03,-4.20712918E+00,+2.85946606E+00
-20.55000E-03,-4.21082304E+00,+2.85945349E+00
-20.52500E-03,-4.20598614E+00,+2.85922735E+00
-20.50000E-03,-4.21988041E+00,+2.85637564E+00
-20.47500E-03,-4.20612457E+00,+2.85544597E+00
-20.45000E-03,-4.21108645E+00,+2.85273236E+00
-20.42500E-03,-4.21980545E+00,+2.84998111E+00
-20.40000E-03,-4.21092321E+00,+2.84911427E+00
-20.37500E-03,-4.22119953E+00,+2.84864945E+00
-20.35000E-03,-4.21089847E+00,+2.84726758E+00
-20.32500E-03,-4.21476747E+00,+2.84582282E+00
-20.30000E-03,-4.23101158E+00,+2.84377509E+00
-20.27500E-03,-4.21118702E+00,+2.84323484E+00
-20.25000E-03,-4.22157642E+00,+2.84305901E+00
-20.22500E-03,-4.21574772E+00,+2.84075999E+00
-20.20000E-03,-4.21635032E+00,+2.84063434E+00
-20.17500E-03,-4.22584778E+00,+2.83667712E+00
-20.15000E-03,-4.20607383E+00,+2.83584797E+00
-20.12500E-03,-4.21881277E+00,+2.83357406E+00
-20.10000E-03,-4.22038342E+00,+2.83246855E+00
-20.07500E-03,-4.21240549E+00,+2.83082286E+00
-20.05000E-03,-4.21336046E+00,+2.82908917E+00
-20.02500E-03,-4.20452911E+00,+2.82728009E+00
-20.00000E-03,-4.21498089E+00,+2.82710424E+00
-19.97500E-03,-4.21490598E+00,+2.82415194E+00
-19.95000E-03,-4.19874966E+00,+2.82382532E+00
-19.92500E-03,-4.20292083E+00,+2.82240576E+00
-19.90000E-03,-4.19292107E+00,+2.81859920E+00
-19.87500E-03,-4.19682751E+00,+2.81799620E+00
-19.85000E-03,-4.18849867E+00,+2.81795850E+00
-19.82500E-03,-4.17504360E+00,+2.81673992E+00
-19.80000E-03,-4.17803403E+00,+2.81457910E+00
-19.77500E-03,-4.16818473E+00,+2.81377510E+00
-19.75000E-03,-4.16680239E+00,+2.81114944E+00
-19.72500E-03,-4.15366211E+00,+2.80826002E+00
-19.70000E-03,-4.13798372E+00,+2.80792082E+00
-19.67500E-03,-4.14194114E+00,+2.80709172E+00
-19.65000E-03,-4.12196607E+00,+2.80292082E+00
-19.62500E-03,-4.10178970E+00,+2.80354894E+00
-19.60000E-03,-4.07382575E+00,+2.80239320E+00
-19.57500E-03,-4.05560905E+00,+2.79937811E+00
-19.55000E-03,-4.05053322E+00,+2.80151377E+00
-19.52500E-03,-3.98839782E+00,+2.79819721E+00
-19.50000E-03,-3.98112377E+00,+2.79846109E+00
-19.47500E-03,-3.97555959E+00,+2.79504395E+00
-19.45000E-03,-3.93348598E+00,+2.79233031E+00
-19.42500E-03,-3.92979193E+00,+2.79224243E+00
-19.40000E-03,-3.88687854E+00,+2.79200369E+00
-19.37500E-03,-3.85285824E+00,+2.78910175E+00
-19.35000E-03,-3.86702926E+00,+2.78753138E+00
-19.32500E-03,-3.82215456E+00,+2.78722988E+00
-19.30000E-03,-3.81084734E+00,+2.78504396E+00
-19.27500E-03,-3.79336072E+00,+2.78282032E+00
-19.25000E-03,-3.76441600E+00,+2.78263187E+00
-19.22500E-03,-3.77054599E+00,+2.77974245E+00
-19.20000E-03,-3.73973002E+00,+2.77881278E+00
-19.17500E-03,-3.71211636E+00,+2.77756906E+00
-19.15000E-03,-3.70484298E+00,+2.77579768E+00
-19.12500E-03,-3.67672757E+00,+2.77553392E+00
-19.10000E-03,-3.67148819E+00,+2.77380021E+00
-19.07500E-03,-3.65086039E+00,+2.77158918E+00
-19.05000E-03,-3.61118672E+00,+2.77240576E+00
-19.02500E-03,-3.61001871E+00,+2.76836050E+00
-19.00000E-03,-3.58797137E+00,+2.76699118E+00
-18.97500E-03,-3.56623710E+00,+2.76770727E+00
-18.95000E-03,-3.55623706E+00,+2.76271982E+00
-18.92500E-03,-3.51398897E+00,+2.76358664E+00
-18.90000E-03,-3.49428989E+00,+2.76266959E+00
-18.87500E-03,-3.48432819E+00,+2.75819717E+00
-18.85000E-03,-3.44627483E+00,+2.75794593E+00
-18.82500E-03,-3.42038265E+00,+2.75771980E+00
-18.80000E-03,-3.39133808E+00,+2.75513194E+00
-18.77500E-03,-3.35339817E+00,+2.75593585E+00
-18.75000E-03,-3.33338509E+00,+2.75172738E+00
-18.72500E-03,-3.29279526E+00,+2.74988059E+00
-18.70000E-03,-3.25515648E+00,+2.74731780E+00
-18.67500E-03,-3.22789560E+00,+2.74764444E+00
-18.65000E-03,-3.19109951E+00,+2.74833537E+00
-18.62500E-03,-3.16265659E+00,+2.74670218E+00
-18.60000E-03,-3.13475457E+00,+2.74572232E+00
-18.57500E-03,-3.08508115E+00,+2.74278265E+00
-18.55000E-03,-3.06018173E+00,+2.73986802E+00
-18.52500E-03,-3.02908942E+00,+2.73925242E+00
-18.50000E-03,-2.98275745E+00,+2.73778260E+00
-18.47500E-03,-2.95727950E+00,+2.73521985E+00
-18.45000E-03,-2.90804637E+00,+2.73413942E+00
-18.42500E-03,-2.86182732E+00,+2.73411430E+00
-18.40000E-03,-2.83282004E+00,+2.73279518E+00
-18.37500E-03,-2.79833567E+00,+2.72911429E+00
-18.35000E-03,-2.75934027E+00,+2.72848615E+00
-18.32500E-03,-2.73070918E+00,+2.72530774E+00
-18.30000E-03,-2.68373739E+00,+2.72381279E+00
-18.27500E-03,-2.63788255E+00,+2.72408917E+00
-18.25000E-03,-2.62390062E+00,+2.72339827E+00
-18.22500E-03,-2.58686593E+00,+2.72123742E+00
-18.20000E-03,-2.54018189E+00,+2.72171481E+00
-18.17500E-03,-2.51476683E+00,+2.71986797E+00
-18.15000E-03,-2.47073491E+00,+2.71869971E+00
-18.12500E-03,-2.41692868E+00,+2.71780775E+00
-18.10000E-03,-2.40067188E+00,+2.71450372E+00
-18.07500E-03,-2.36993129E+00,+2.71356145E+00
-18.05000E-03,-2.31794578E+00,+2.71230524E+00
-18.02500E-03,-2.29269405E+00,+2.71192835E+00
-18.00000E-03,-2.25348604E+00,+2.70876254E+00
-17.97500E-03,-2.20049646E+00,+2.70841079E+00
-17.95000E-03,-2.17655109E+00,+2.70787056E+00
-17.92500E-03,-2.15826027E+00,+2.70579775E+00
-17.90000E-03,-2.11091089E+00,+2.70562180E+00
-17.87500E-03,-2.08118661E+00,+2.70392578E+00
-17.85000E-03,-2.05111152E+00,+2.70243085E+00
-17.82500E-03,-2.00043373E+00,+2.69896354E+00
-17.80000E-03,-1.97160118E+00,+2.69838564E+00
-17.77500E-03,-1.95168978E+00,+2.69454138E+00
-17.75000E-03,-1.90480542E+00,+2.69418969E+00
-17.72500E-03,-1.86685257E+00,+2.69488062E+00
-17.70000E-03,-1.83678978E+00,+2.69249372E+00
-17.67500E-03,-1.78813449E+00,+2.69228016E+00
-17.65000E-03,-1.74128714E+00,+2.69166458E+00
-17.62500E-03,-1.71284542E+00,+2.68815947E+00
-17.60000E-03,-1.66437808E+00,+2.68702887E+00
-17.57500E-03,-1.61873697E+00,+2.68519465E+00
-17.55000E-03,-1.57846076E+00,+2.68439070E+00
-17.52500E-03,-1.52759418E+00,+2.68357409E+00
-17.50000E-03,-1.47848589E+00,+2.68011936E+00
-17.47500E-03,-1.40993065E+00,+2.68216707E+00
-17.45000E-03,-1.34397614E+00,+2.67864946E+00
-17.42500E-03,-1.30580991E+00,+2.67765705E+00
-17.40000E-03,-1.29887527E+00,+2.67521976E+00
-17.37500E-03,-1.25530770E+00,+2.67553381E+00
-17.35000E-03,-1.18142560E+00,+2.67224242E+00
-17.32500E-03,-1.11849864E+00,+2.67140071E+00
-17.30000E-03,-1.08705412E+00,+2.67006907E+00
-17.27500E-03,-1.06529501E+00,+2.66755650E+00
-17.25000E-03,-1.04531984E+00,+2.66686553E+00
-17.22500E-03,-1.00689058E+00,+2.66773235E+00
-17.20000E-03,-962.56911E-03,+2.66483040E+00
-17.17500E-03,-939.64177E-03,+2.66444092E+00
-17.15000E-03,-916.08687E-03,+2.66127510E+00
-17.12500E-03,-883.69957E-03,+2.66177755E+00
-17.10000E-03,-857.26722E-03,+2.65990579E+00
-17.07500E-03,-824.26496E-03,+2.65735555E+00
-17.05000E-03,-789.10175E-03,+2.65632536E+00
-17.02500E-03,-759.91817E-03,+2.65627508E+00
-17.00000E-03,-729.49128E-03,+2.65530773E+00
-16.97500E-03,-693.22219E-03,+2.65346108E+00
-16.95000E-03,-657.63162E-03,+2.64986801E+00
-16.92500E-03,-620.13175E-03,+2.64930279E+00
-16.90000E-03,-583.12170E-03,+2.65057150E+00
-16.87500E-03,-549.15169E-03,+2.64431540E+00
-16.85000E-03,-506.56381E-03,+2.64447863E+00
-16.82500E-03,-459.57889E-03,+2.64496860E+00
-16.80000E-03,-426.33776E-03,+2.64114944E+00
-16.77500E-03,-393.17195E-03,+2.63996860E+00
-16.75000E-03,-360.26996E-03,+2.63822232E+00
-16.72500E-03,-324.01368E-03,+2.63834796E+00
-16.70000E-03,-291.81518E-03,+2.63709168E+00
-16.67500E-03,-258.29765E-03,+2.63623740E+00
-16.65000E-03,-221.91562E-03,+2.63660172E+00
-16.62500E-03,-184.45330E-03,+2.63244343E+00
-16.60000E-03,-146.97849E-03,+2.63255647E+00
-16.57500E-03,-110.29504E-03,+2.63141328E+00
-16.55000E-03,-73.43574E-03,+2.62733038E+00
-16.52500E-03,-36.17441E-03,+2.62666458E+00
-16.50000E-03,-3.48602E-03,+2.62478008E+00
-16.47500E-03,+35.43360E-03,+2.62596102E+00
-16.45000E-03,+72.77036E-03,+2.62269468E+00
-16.42500E-03,+112.24262E-03,+2.62131277E+00
-16.40000E-03,+145.83562E-03,+2.62076002E+00
-16.37500E-03,+183.38596E-03,+2.61780774E+00
-16.35000E-03,+222.55675E-03,+2.61733035E+00
-16.32500E-03,+254.81806E-03,+2.61790829E+00
-16.30000E-03,+289.61701E-03,+2.61402641E+00
-16.27500E-03,+333.68739E-03,+2.61523232E+00
-16.25000E-03,+377.98395E-03,+2.61102381E+00
-16.22500E-03,+421.36335E-03,+2.60846103E+00
-16.20000E-03,+454.40342E-03,+2.60784539E+00
-16.17500E-03,+485.82298E-03,+2.60691577E+00
-16.15000E-03,+521.43872E-03,+2.60359923E+00
-16.12500E-03,+557.44382E-03,+2.60549615E+00
-16.10000E-03,+596.79031E-03,+2.60194094E+00
-16.07500E-03,+628.91360E-03,+2.59876248E+00
-16.05000E-03,+660.81040E-03,+2.60106152E+00
-16.02500E-03,+694.62953E-03,+2.59916457E+00
-16.00000E-03,+723.83827E-03,+2.59707908E+00
-15.97500E-03,+753.27283E-03,+2.59486802E+00
-15.95000E-03,+789.34042E-03,+2.59369971E+00
-15.92500E-03,+817.10442E-03,+2.59334790E+00
-15.90000E-03,+844.41573E-03,+2.59185296E+00
-15.87500E-03,+874.78030E-03,+2.58903902E+00
-15.85000E-03,+901.84086E-03,+2.58851130E+00
-15.82500E-03,+933.48634E-03,+2.58750628E+00
-15.80000E-03,+966.71479E-03,+2.58783284E+00
-15.77500E-03,+994.26538E-03,+2.58467960E+00
-15.75000E-03,+1.02138819E+00,+2.58508169E+00
-15.72500E-03,+1.06107403E+00,+2.58215447E+00
-15.70000E-03,+1.10057188E+00,+2.57972992E+00
-15.67500E-03,+1.12901438E+00,+2.57916460E+00
-15.65000E-03,+1.16642616E+00,+2.57871233E+00
-15.62500E-03,+1.21560916E+00,+2.57553395E+00
-15.60000E-03,+1.25685371E+00,+2.57579772E+00
-15.57500E-03,+1.33229280E+00,+2.57308407E+00
-15.55000E-03,+1.37565957E+00,+2.57121219E+00
-15.52500E-03,+1.39329802E+00,+2.57322233E+00
-15.50000E-03,+1.39632571E+00,+2.56787067E+00
-15.47500E-03,+1.44421479E+00,+2.56764442E+00
-15.45000E-03,+1.50302207E+00,+2.56716704E+00
-15.42500E-03,+1.55028268E+00,+2.56472991E+00
-15.40000E-03,+1.60025742E+00,+2.56524498E+00
-15.37500E-03,+1.63238116E+00,+2.56592335E+00
-15.35000E-03,+1.66009477E+00,+2.56274493E+00
-15.32500E-03,+1.71078503E+00,+2.56297108E+00
-15.30000E-03,+1.76450453E+00,+2.55876239E+00
-15.27500E-03,+1.79396372E+00,+2.55873742E+00
-15.25000E-03,+1.83621195E+00,+2.55738060E+00
-15.22500E-03,+1.88437845E+00,+2.55643845E+00
-15.20000E-03,+1.91260758E+00,+2.55358669E+00
-15.17500E-03,+1.95852394E+00,+2.55323490E+00
-15.15000E-03,+2.01221819E+00,+2.55184032E+00
-15.12500E-03,+2.03169004E+00,+2.54971724E+00
-15.10000E-03,+2.05858636E+00,+2.55011930E+00
-15.07500E-03,+2.10146352E+00,+2.54974248E+00
-15.05000E-03,+2.14158995E+00,+2.54779519E+00
-15.02500E-03,+2.17718004E+00,+2.54599876E+00
-15.00000E-03,+2.21403855E+00,+2.54695343E+00
-14.97500E-03,+2.23559745E+00,+2.54292082E+00
-14.95000E-03,+2.26148852E+00,+2.54226761E+00
-14.92500E-03,+2.31493078E+00,+2.54254393E+00
-14.90000E-03,+2.35368793E+00,+2.54078516E+00
-14.87500E-03,+2.38200424E+00,+2.54086043E+00
-14.85000E-03,+2.42314672E+00,+2.53700380E+00
-14.82500E-03,+2.45720552E+00,+2.53568464E+00
-14.80000E-03,+2.49770714E+00,+2.53410165E+00
-14.77500E-03,+2.54607405E+00,+2.53271985E+00
-14.75000E-03,+2.57760754E+00,+2.53137561E+00
-14.72500E-03,+2.60712988E+00,+2.53077260E+00
-14.70000E-03,+2.65611144E+00,+2.53070970E+00
-14.67500E-03,+2.68622570E+00,+2.52810927E+00
-14.65000E-03,+2.71624980E+00,+2.52668966E+00
-14.62500E-03,+2.75945318E+00,+2.52553380E+00
-14.60000E-03,+2.78841154E+00,+2.52308414E+00
-14.57500E-03,+2.81476815E+00,+2.52454133E+00
-14.55000E-03,+2.85696572E+00,+2.52202884E+00
-14.52500E-03,+2.88175329E+00,+2.52234301E+00
-14.50000E-03,+2.89695315E+00,+2.52006913E+00
-14.47500E-03,+2.94001855E+00,+2.51736802E+00
-14.45000E-03,+2.96831125E+00,+2.51513181E+00
-14.42500E-03,+2.98777034E+00,+2.51594850E+00
-14.40000E-03,+3.03190252E+00,+2.51583529E+00
-14.37500E-03,+3.04538330E+00,+2.51397608E+00
-14.35000E-03,+3.05637498E+00,+2.51103637E+00
-14.32500E-03,+3.09567215E+00,+2.51180279E+00
-14.30000E-03,+3.10946689E+00,+2.50981771E+00
-14.27500E-03,+3.13019439E+00,+2.51092332E+00
-14.25000E-03,+3.15888788E+00,+2.51089826E+00
-14.22500E-03,+3.15979336E+00,+2.51042076E+00
-14.20000E-03,+3.18437779E+00,+2.51209168E+00
-14.17500E-03,+3.21317264E+00,+2.51623749E+00
-14.15000E-03,+3.22611198E+00,+2.51795854E+00
-14.12500E-03,+3.25260656E+00,+2.52094845E+00
-14.10000E-03,+3.27244368E+00,+2.53155151E+00
-14.07500E-03,+3.28882567E+00,+2.53955414E+00
-14.05000E-03,+3.31770745E+00,+2.55128779E+00
-14.02500E-03,+3.34490611E+00,+2.56613697E+00
-14.00000E-03,+3.36485559E+00,+2.58282043E+00
-13.97500E-03,+3.39244357E+00,+2.60241844E+00
-13.95000E-03,+3.41880049E+00,+2.62535812E+00
-13.92500E-03,+3.44343606E+00,+2.65009436E+00
-13.90000E-03,+3.47266989E+00,+2.67235565E+00
-13.87500E-03,+3.49557177E+00,+2.69607423E+00
-13.85000E-03,+3.52233049E+00,+2.72351144E+00
-13.82500E-03,+3.54955429E+00,+2.74636329E+00
-13.80000E-03,+3.57131306E+00,+2.77194112E+00
-13.77500E-03,+3.59534555E+00,+2.79555915E+00
-13.75000E-03,+3.61730535E+00,+2.81862447E+00
-13.72500E-03,+3.63543345E+00,+2.84128787E+00
-13.70000E-03,+3.65411441E+00,+2.86102406E+00
-13.67500E-03,+3.67133814E+00,+2.88217977E+00
-13.65000E-03,+3.68676509E+00,+2.90121238E+00
-13.62500E-03,+3.70581030E+00,+2.91724256E+00
-13.60000E-03,+3.71480555E+00,+2.93589830E+00
-13.57500E-03,+3.73731801E+00,+2.95236822E+00
-13.55000E-03,+3.75245626E+00,+2.96746866E+00
-13.52500E-03,+3.76662684E+00,+2.98684051E+00
-13.50000E-03,+3.77942847E+00,+3.00072248E+00
-13.47500E-03,+3.79053427E+00,+3.02011948E+00
-13.45000E-03,+3.80923981E+00,+3.03543342E+00
-13.42500E-03,+3.82077281E+00,+3.04995616E+00
-13.40000E-03,+3.82849865E+00,+3.06088574E+00
-13.37500E-03,+3.84010673E+00,+3.07308420E+00
-13.35000E-03,+3.84878779E+00,+3.08658921E+00
-13.32500E-03,+3.85680274E+00,+3.09799628E+00
-13.30000E-03,+3.86618703E+00,+3.10770736E+00
-13.27500E-03,+3.86717947E+00,+3.11744356E+00
-13.25000E-03,+3.87829761E+00,+3.12616206E+00
-13.22500E-03,+3.88784575E+00,+3.13636314E+00
-13.20000E-03,+3.89496851E+00,+3.14525750E+00
-13.17500E-03,+3.90467961E+00,+3.15258163E+00
-13.15000E-03,+3.90911457E+00,+3.16289570E+00
-13.12500E-03,+3.91567211E+00,+3.16818473E+00
-13.10000E-03,+3.92416482E+00,+3.17998120E+00
-13.07500E-03,+3.92069719E+00,+3.18349877E+00
-13.05000E-03,+3.92971717E+00,+3.18990582E+00
-13.02500E-03,+3.93314716E+00,+3.19704150E+00
-13.00000E-03,+3.93395093E+00,+3.20047115E+00
-12.97500E-03,+3.94238039E+00,+3.20773236E+00
-12.95000E-03,+3.93437798E+00,+3.21231784E+00
-12.92500E-03,+3.94430252E+00,+3.21746843E+00
