Tempo(s),Canal 1(V),Canal 2(V)
-18.00000E-03,-420.00614E-03,-27.22985E-03
-17.97500E-03,-387.88296E-03,-24.66709E-03
-17.95000E-03,-350.25737E-03,-25.65963E-03
-17.92500E-03,-318.80010E-03,-24.96859E-03
-17.90000E-03,-287.44339E-03,-24.79271E-03
-17.87500E-03,-255.05639E-03,-25.53393E-03
-17.85000E-03,-223.18447E-03,-22.74502E-03
-17.82500E-03,-187.80768E-03,-24.96859E-03
-17.80000E-03,-155.59660E-03,-24.94347E-03
-17.77500E-03,-119.85545E-03,-25.74748E-03
-17.75000E-03,-81.81516E-03,-25.34546E-03
-17.72500E-03,-48.80012E-03,-25.10679E-03
-17.70000E-03,-12.40564E-03,-25.87309E-03
-17.67500E-03,+21.58935E-03,-25.20727E-03
-17.65000E-03,+55.70996E-03,-25.47116E-03
-17.62500E-03,+94.12699E-03,-25.28266E-03
-17.60000E-03,+130.55922E-03,-25.57162E-03
-17.57500E-03,+164.70494E-03,-25.29521E-03
-17.55000E-03,+199.69250E-03,-25.82284E-03
-17.52500E-03,+238.67482E-03,-25.18215E-03
-17.50000E-03,+270.25770E-03,-25.28266E-03
-17.47500E-03,+310.23265E-03,-27.12944E-03
-17.45000E-03,+356.07437E-03,-25.06909E-03
-17.42500E-03,+397.49390E-03,-25.11934E-03
-17.40000E-03,+429.17728E-03,-24.17709E-03
-17.37500E-03,+463.97638E-03,-24.96856E-03
-17.35000E-03,+502.70745E-03,-22.60685E-03
-17.32500E-03,+541.06169E-03,-24.96859E-03
-17.30000E-03,+573.31051E-03,-25.40826E-03
-17.27500E-03,+608.07181E-03,-24.03900E-03
-17.25000E-03,+640.73509E-03,-25.59676E-03
-17.22500E-03,+675.24513E-03,-25.28266E-03
-17.20000E-03,+706.92849E-03,-28.74993E-03
-17.17500E-03,+734.37830E-03,-24.96859E-03
-17.15000E-03,+762.26777E-03,-26.53894E-03
-17.12500E-03,+792.49388E-03,-25.15704E-03
-17.10000E-03,+819.29033E-03,-26.25004E-03
-17.07500E-03,+847.55670E-03,-26.18716E-03
-17.05000E-03,+878.38579E-03,-25.87311E-03
-17.02500E-03,+905.37072E-03,-26.53894E-03
-17.00000E-03,+934.76765E-03,-26.53898E-03
-16.97500E-03,+963.57422E-03,-23.47356E-03
-16.95000E-03,+997.51896E-03,-27.34295E-03
-16.92500E-03,+1.03001895E+00,-24.42842E-03
-16.90000E-03,+1.06217981E+00,-26.63946E-03
-16.87500E-03,+1.09689090E+00,-27.16704E-03
-16.85000E-03,+1.13616224E+00,-26.65203E-03
-16.82500E-03,+1.17319736E+00,-27.29274E-03
-16.80000E-03,+1.21214209E+00,-26.27518E-03
-16.77500E-03,+1.25460445E+00,-26.08666E-03
-16.75000E-03,+1.29261956E+00,-26.53898E-03
-16.72500E-03,+1.33557175E+00,-24.99373E-03
-16.70000E-03,+1.37631303E+00,-28.59932E-03
-16.67500E-03,+1.41645121E+00,-26.77769E-03
-16.65000E-03,+1.45741853E+00,-24.27767E-03
-16.62500E-03,+1.50147626E+00,-27.54389E-03
-16.60000E-03,+1.54300898E+00,-26.47610E-03
-16.57500E-03,+1.58342360E+00,-24.98124E-03
-16.55000E-03,+1.63099892E+00,-25.48362E-03
-16.52500E-03,+1.67662712E+00,-25.57156E-03
-16.50000E-03,+1.72113712E+00,-28.36057E-03
-16.47500E-03,+1.77030803E+00,-24.54150E-03
-16.45000E-03,+1.81402661E+00,-25.05654E-03
-16.42500E-03,+1.86024509E+00,-25.16958E-03
-16.40000E-03,+1.90084817E+00,-27.17964E-03
-16.37500E-03,+1.94387588E+00,-25.15705E-03
-16.35000E-03,+1.98844862E+00,-25.67205E-03
-16.32500E-03,+2.03025774E+00,-25.13190E-03
-16.30000E-03,+2.06658942E+00,-27.07912E-03
-16.27500E-03,+2.10315973E+00,-28.74996E-03
-16.25000E-03,+2.13049647E+00,-25.59674E-03
-16.22500E-03,+2.16715472E+00,-26.73992E-03
-16.20000E-03,+2.20251898E+00,-26.13696E-03
-16.17500E-03,+2.23888838E+00,-28.27262E-03
-16.15000E-03,+2.27504418E+00,-25.50881E-03
-16.12500E-03,+2.31359936E+00,-27.41833E-03
-16.10000E-03,+2.35224262E+00,-27.70724E-03
-16.07500E-03,+2.38723014E+00,-25.52137E-03
-16.05000E-03,+2.42210448E+00,-26.01135E-03
-16.02500E-03,+2.45920248E+00,-26.38814E-03
-16.00000E-03,+2.50109946E+00,-29.05151E-03
-15.97500E-03,+2.54628792E+00,-28.12183E-03
-15.95000E-03,+2.58348636E+00,-28.76257E-03
-15.92500E-03,+2.61481798E+00,-25.38314E-03
-15.90000E-03,+2.65426535E+00,-25.88562E-03
-15.87500E-03,+2.69192865E+00,-25.91073E-03
-15.85000E-03,+2.72338585E+00,-26.73999E-03
-15.82500E-03,+2.75675266E+00,-28.59926E-03
-15.80000E-03,+2.79226780E+00,-28.04641E-03
-15.77500E-03,+2.82282044E+00,-27.69478E-03
-15.75000E-03,+2.85807170E+00,-25.78512E-03
-15.72500E-03,+2.88568477E+00,-26.65200E-03
-15.70000E-03,+2.90868724E+00,-25.28266E-03
-15.67500E-03,+2.93684056E+00,-26.08674E-03
-15.65000E-03,+2.96784568E+00,-27.64445E-03
-15.62500E-03,+2.99638833E+00,-25.91085E-03
-15.60000E-03,+3.02104917E+00,-28.96363E-03
-15.57500E-03,+3.04856177E+00,-26.96609E-03
-15.55000E-03,+3.07770741E+00,-28.54896E-03
-15.52500E-03,+3.10508165E+00,-27.80771E-03
-15.50000E-03,+3.13005667E+00,-27.98369E-03
-15.47500E-03,+3.15174003E+00,-27.69466E-03
-15.45000E-03,+3.17182800E+00,-23.68707E-03
-15.42500E-03,+3.19508171E+00,-29.46612E-03
-15.40000E-03,+3.22199133E+00,-27.79523E-03
-15.37500E-03,+3.24952901E+00,-28.61176E-03
-15.35000E-03,+3.26901394E+00,-27.55654E-03
-15.32500E-03,+3.29132554E+00,-29.23991E-03
-15.30000E-03,+3.32125021E+00,-26.73989E-03
-15.27500E-03,+3.34907675E+00,-28.87558E-03
-15.25000E-03,+3.37333552E+00,-29.30279E-03
-15.22500E-03,+3.40106165E+00,-28.14697E-03
-15.20000E-03,+3.42119986E+00,-28.09679E-03
-15.17500E-03,+3.44700391E+00,-29.72985E-03
-15.15000E-03,+3.47878785E+00,-28.42337E-03
-15.12500E-03,+3.50681547E+00,-28.23491E-03
-15.10000E-03,+3.52927778E+00,-30.89818E-03
-15.07500E-03,+3.54936566E+00,-28.27261E-03
-15.05000E-03,+3.57621237E+00,-30.09423E-03
-15.02500E-03,+3.59774507E+00,-27.79523E-03
-15.00000E-03,+3.61667724E+00,-29.67962E-03
-14.97500E-03,+3.63785813E+00,-30.32040E-03
-14.95000E-03,+3.65550893E+00,-27.02883E-03
-14.92500E-03,+3.67219227E+00,-30.15704E-03
-14.90000E-03,+3.69447881E+00,-28.19722E-03
-14.87500E-03,+3.71184045E+00,-28.80026E-03
-14.85000E-03,+3.72805913E+00,-29.55394E-03
-14.82500E-03,+3.74941601E+00,-28.46105E-03
-14.80000E-03,+3.76092352E+00,-28.95096E-03
-14.77500E-03,+3.77859941E+00,-27.10431E-03
-14.75000E-03,+3.79437820E+00,-27.16701E-03
-14.72500E-03,+3.81167739E+00,-28.09677E-03
-14.70000E-03,+3.83437812E+00,-28.71230E-03
-14.67500E-03,+3.84544590E+00,-28.47360E-03
-14.65000E-03,+3.85901386E+00,-26.22487E-03
-14.62500E-03,+3.87490587E+00,-28.17209E-03
-14.60000E-03,+3.89158918E+00,-28.42337E-03
-14.57500E-03,+3.89942836E+00,-28.02135E-03
-14.55000E-03,+3.90474250E+00,-28.42337E-03
-14.52500E-03,+3.91813441E+00,-28.72488E-03
-14.50000E-03,+3.92710425E+00,-29.30285E-03
-14.47500E-03,+3.93395100E+00,-27.46850E-03
-14.45000E-03,+3.93972982E+00,-31.58916E-03
-14.42500E-03,+3.94401383E+00,-29.25253E-03
-14.40000E-03,+3.95015703E+00,-30.99870E-03
-14.37500E-03,+3.96027010E+00,-28.42341E-03
-14.35000E-03,+3.97279524E+00,-29.15199E-03
-14.32500E-03,+3.98342336E+00,-29.25250E-03
-14.30000E-03,+3.98738054E+00,-28.76260E-03
-14.27500E-03,+3.98579768E+00,-28.12177E-03
-14.25000E-03,+3.99569727E+00,-27.85809E-03
-14.22500E-03,+4.00246862E+00,-29.95600E-03
-14.20000E-03,+4.00954142E+00,-29.36558E-03
-14.17500E-03,+4.01740583E+00,-29.32792E-03
-14.15000E-03,+4.02219226E+00,-31.19966E-03
-14.12500E-03,+4.02616199E+00,-32.69471E-03
-14.10000E-03,+4.03181524E+00,-28.18468E-03
-14.07500E-03,+4.03588561E+00,-28.73744E-03
-14.05000E-03,+4.03652625E+00,-29.55406E-03
-14.02500E-03,+4.04045856E+00,-29.51631E-03
-14.00000E-03,+4.04619971E+00,-30.81022E-03
-13.97500E-03,+4.05131279E+00,-29.71732E-03
-13.95000E-03,+4.05256902E+00,-31.80270E-03
-13.92500E-03,+4.05452886E+00,-29.44097E-03
-13.90000E-03,+4.05614939E+00,-29.47857E-03
-13.87500E-03,+4.06221735E+00,-29.99372E-03
-13.85000E-03,+4.06657665E+00,-31.89080E-03
-13.82500E-03,+4.06957908E+00,-29.99372E-03
-13.80000E-03,+4.07078521E+00,-29.67965E-03
-13.77500E-03,+4.07327261E+00,-29.59164E-03
-13.75000E-03,+4.07490573E+00,-29.99372E-03
-13.72500E-03,+4.07495598E+00,-29.99372E-03
-13.70000E-03,+4.08048369E+00,-29.39076E-03
-13.67500E-03,+4.07898865E+00,-29.84297E-03
-13.65000E-03,+4.08135052E+00,-28.38575E-03
-13.62500E-03,+4.08514450E+00,-29.74238E-03
-13.60000E-03,+4.08552127E+00,-28.07158E-03
-13.57500E-03,+4.08960432E+00,-29.69228E-03
-13.55000E-03,+4.09210430E+00,-29.81786E-03
-13.52500E-03,+4.09298363E+00,-30.03142E-03
-13.50000E-03,+4.09569713E+00,-29.80528E-03
-13.47500E-03,+4.09395106E+00,-29.99372E-03
-13.45000E-03,+4.09591086E+00,-29.15205E-03
-13.42500E-03,+4.09829764E+00,-29.60430E-03
-13.40000E-03,+4.10142578E+00,-32.50628E-03
-13.37500E-03,+4.10241835E+00,-29.86810E-03
-13.35000E-03,+4.10550876E+00,-27.48116E-03
-13.32500E-03,+4.10685296E+00,-31.22477E-03
-13.30000E-03,+4.10623738E+00,-30.58416E-03
-13.27500E-03,+4.10568463E+00,-32.45607E-03
-13.25000E-03,+4.10656390E+00,-26.97853E-03
-13.22500E-03,+4.10847350E+00,-30.79777E-03
-13.20000E-03,+4.10618710E+00,-30.30779E-03
-13.17500E-03,+4.10788312E+00,-31.03644E-03
-13.15000E-03,+4.10537056E+00,-30.14450E-03
-13.12500E-03,+4.10976756E+00,-29.99373E-03
-13.10000E-03,+4.11039568E+00,-29.99372E-03
-13.07500E-03,+4.10944088E+00,-30.30779E-03
-13.05000E-03,+4.11029527E+00,-32.50628E-03
-13.02500E-03,+4.11028261E+00,-30.10679E-03
-13.00000E-03,+4.10939070E+00,-32.50623E-03
-12.97500E-03,+4.10844840E+00,-29.89314E-03
-12.95000E-03,+4.10668956E+00,-30.72226E-03
-12.92500E-03,+4.10759407E+00,-29.99372E-03
-12.90000E-03,+4.10505649E+00,-30.58415E-03
-12.87500E-03,+4.10499365E+00,-30.99872E-03
-12.85000E-03,+4.10114940E+00,-30.23240E-03
-12.82500E-03,+4.09960430E+00,-29.15205E-03
-12.80000E-03,+4.09812182E+00,-29.49116E-03
-12.77500E-03,+4.09310921E+00,-29.12687E-03
-12.75000E-03,+4.09092337E+00,-30.68464E-03
