Tempo(s),Canal 1(V),Canal 2(V)
-23.52500E-03,-2.06470483E+00,+3.50553388E+00
-23.50000E-03,-2.10455403E+00,+3.50486805E+00
-23.47500E-03,-2.14471731E+00,+3.50464192E+00
-23.45000E-03,-2.18009423E+00,+3.50665197E+00
-23.42500E-03,-2.20706655E+00,+3.50402634E+00
-23.40000E-03,-2.24356153E+00,+3.50511932E+00
-23.37500E-03,-2.28834804E+00,+3.50486805E+00
-23.35000E-03,-2.32604907E+00,+3.50332284E+00
-23.32500E-03,-2.36210424E+00,+3.50495599E+00
-23.30000E-03,-2.38866203E+00,+3.50415198E+00
-23.27500E-03,-2.41137559E+00,+3.50114945E+00
-23.25000E-03,-2.45455398E+00,+3.50687811E+00
-23.22500E-03,-2.50972995E+00,+3.50166453E+00
-23.20000E-03,-2.54978023E+00,+3.50190322E+00
-23.17500E-03,-2.58587306E+00,+3.50190324E+00
-23.15000E-03,-2.62589821E+00,+3.50299619E+00
-23.12500E-03,-2.65310937E+00,+3.50204143E+00
-23.10000E-03,-2.69143839E+00,+3.50445348E+00
-23.07500E-03,-2.74529525E+00,+3.50376254E+00
-23.05000E-03,-2.77932796E+00,+3.50392584E+00
-23.02500E-03,-2.81123740E+00,+3.50429017E+00
-23.00000E-03,-2.85675245E+00,+3.50367458E+00
-22.97500E-03,-2.88503147E+00,+3.50386302E+00
-22.95000E-03,-2.91204137E+00,+3.50456656E+00
-22.92500E-03,-2.95925253E+00,+3.50266956E+00
-22.90000E-03,-2.98777019E+00,+3.50231780E+00
-22.87500E-03,-3.01152636E+00,+3.50373738E+00
-22.85000E-03,-3.04775745E+00,+3.50324743E+00
-22.82500E-03,-3.06769480E+00,+3.50138815E+00
-22.80000E-03,-3.08697854E+00,+3.49965448E+00
-22.77500E-03,-3.12587313E+00,+3.50426505E+00
-22.75000E-03,-3.14676517E+00,+3.50128765E+00
-22.72500E-03,-3.16685299E+00,+3.50165198E+00
-22.70000E-03,-3.20161424E+00,+3.50167710E+00
-22.67500E-03,-3.22372494E+00,+3.50376253E+00
-22.65000E-03,-3.24020719E+00,+3.50114945E+00
-22.62500E-03,-3.27722994E+00,+3.50461680E+00
-22.60000E-03,-3.29820986E+00,+3.50498112E+00
-22.57500E-03,-3.31156399E+00,+3.50454142E+00
-22.55000E-03,-3.33539568E+00,+3.50351127E+00
-22.52500E-03,-3.35576018E+00,+3.50170225E+00
-22.50000E-03,-3.38018217E+00,+3.50486805E+00
-22.47500E-03,-3.41680285E+00,+3.50513187E+00
-22.45000E-03,-3.43636311E+00,+3.50374993E+00
-22.42500E-03,-3.46258156E+00,+3.50426505E+00
-22.40000E-03,-3.49205407E+00,+3.50455398E+00
-22.37500E-03,-3.51359934E+00,+3.50455398E+00
-22.35000E-03,-3.54966703E+00,+3.50506904E+00
-22.32500E-03,-3.58094855E+00,+3.50235549E+00
-22.30000E-03,-3.60069714E+00,+3.50274492E+00
-22.27500E-03,-3.62784549E+00,+3.50293341E+00
-22.25000E-03,-3.65122498E+00,+3.50147612E+00
-22.22500E-03,-3.68160173E+00,+3.50109921E+00
-22.20000E-03,-3.70648863E+00,+3.50204142E+00
-22.17500E-03,-3.72589821E+00,+3.50146353E+00
-22.15000E-03,-3.74564692E+00,+3.50121230E+00
-22.12500E-03,-3.76699132E+00,+3.50260673E+00
-22.10000E-03,-3.78197867E+00,+3.50486805E+00
-22.07500E-03,-3.80764436E+00,+3.50339819E+00
-22.05000E-03,-3.81799630E+00,+3.50413938E+00
-22.02500E-03,-3.82947846E+00,+3.50236805E+00
-22.00000E-03,-3.86353654E+00,+3.50229268E+00
-21.97500E-03,-3.86788326E+00,+3.50184041E+00
-21.95000E-03,-3.88427742E+00,+3.50230526E+00
-21.92500E-03,-3.90980530E+00,+3.50117460E+00
-21.90000E-03,-3.90851149E+00,+3.50107411E+00
-21.87500E-03,-3.94645085E+00,+3.50109923E+00
-21.85000E-03,-3.95785818E+00,+3.50199117E+00
-21.82500E-03,-3.96163923E+00,+3.50205399E+00
-21.80000E-03,-3.98622485E+00,+3.50173992E+00
-21.77500E-03,-3.98687835E+00,+3.50204142E+00
-21.75000E-03,-4.00336040E+00,+3.50141328E+00
-21.72500E-03,-4.02270717E+00,+3.49903894E+00
-21.70000E-03,-4.01423983E+00,+3.50251882E+00
-21.67500E-03,-4.02893837E+00,+3.50186555E+00
-21.65000E-03,-4.03952900E+00,+3.49960424E+00
-21.62500E-03,-4.04230521E+00,+3.49990576E+00
-21.60000E-03,-4.04699107E+00,+3.50116204E+00
-21.57500E-03,-4.03403900E+00,+3.50162684E+00
-21.55000E-03,-4.03734284E+00,+3.50238061E+00
-21.52500E-03,-4.05609937E+00,+3.50102383E+00
-21.50000E-03,-4.05493087E+00,+3.50336049E+00
-21.47500E-03,-4.07802123E+00,+3.50166452E+00
-21.45000E-03,-4.08220489E+00,+3.50332279E+00
-21.42500E-03,-4.08902636E+00,+3.50246856E+00
-21.40000E-03,-4.10489335E+00,+3.50109921E+00
-21.37500E-03,-4.09406397E+00,+3.49908912E+00
-21.35000E-03,-4.09797098E+00,+3.49861176E+00
-21.32500E-03,-4.10157674E+00,+3.50109921E+00
-21.30000E-03,-4.10606147E+00,+3.50156407E+00
-21.27500E-03,-4.11412675E+00,+3.50351126E+00
-21.25000E-03,-4.10913955E+00,+3.50392582E+00
-21.22500E-03,-4.11978005E+00,+3.50420224E+00
-21.20000E-03,-4.12957927E+00,+3.50033285E+00
-21.17500E-03,-4.12978007E+00,+3.50234292E+00
-21.15000E-03,-4.13769460E+00,+3.50271983E+00
-21.12500E-03,-4.13646369E+00,+3.50141331E+00
-21.10000E-03,-4.14699113E+00,+3.50269469E+00
-21.07500E-03,-4.15746870E+00,+3.50282030E+00
-21.05000E-03,-4.15877495E+00,+3.50132534E+00
-21.02500E-03,-4.17739316E+00,+3.50107410E+00
-21.00000E-03,-4.17716719E+00,+3.50342330E+00
-20.97500E-03,-4.18848601E+00,+3.50204142E+00
-20.95000E-03,-4.19004391E+00,+3.50179013E+00
-20.92500E-03,-4.18863677E+00,+3.50133791E+00
-20.90000E-03,-4.19764444E+00,+3.50228012E+00
-20.87500E-03,-4.19733045E+00,+3.50166454E+00
-20.85000E-03,-4.19869959E+00,+3.50166452E+00
-20.82500E-03,-4.19985549E+00,+3.50191578E+00
-20.80000E-03,-4.19166468E+00,+3.50093591E+00
-20.77500E-03,-4.20646361E+00,+3.50235549E+00
-20.75000E-03,-4.20304655E+00,+3.50405151E+00
-20.72500E-03,-4.20225484E+00,+3.50364949E+00
-20.70000E-03,-4.20978012E+00,+3.50127508E+00
-20.67500E-03,-4.20436565E+00,+3.50138817E+00
-20.65000E-03,-4.21691562E+00,+3.50045853E+00
-20.62500E-03,-4.21341079E+00,+3.50204142E+00
-20.60000E-03,-4.20721709E+00,+3.50098613E+00
-20.57500E-03,-4.22096111E+00,+3.50246856E+00
-20.55000E-03,-4.21510681E+00,+3.50121225E+00
-20.52500E-03,-4.21931513E+00,+3.50235549E+00
-20.50000E-03,-4.22101135E+00,+3.50109923E+00
-20.47500E-03,-4.21746863E+00,+3.50153894E+00
-20.45000E-03,-4.22991843E+00,+3.50133791E+00
-20.42500E-03,-4.22151383E+00,+3.50191581E+00
-20.40000E-03,-4.22437794E+00,+3.50127509E+00
-20.37500E-03,-4.22635056E+00,+3.50279523E+00
-20.35000E-03,-4.21876259E+00,+3.50093590E+00
-20.32500E-03,-4.22994327E+00,+3.50219220E+00
-20.30000E-03,-4.22239319E+00,+3.50168962E+00
-20.27500E-03,-4.22001863E+00,+3.50249366E+00
-20.25000E-03,-4.22641343E+00,+3.50241827E+00
-20.22500E-03,-4.22021979E+00,+3.50151379E+00
-20.20000E-03,-4.22564678E+00,+3.50015700E+00
-20.17500E-03,-4.21805915E+00,+3.50366200E+00
-20.15000E-03,-4.21539556E+00,+3.50053386E+00
-20.12500E-03,-4.22270738E+00,+3.50078514E+00
-20.10000E-03,-4.21412675E+00,+3.50015700E+00
-20.07500E-03,-4.21480505E+00,+3.50229271E+00
-20.05000E-03,-4.20715465E+00,+3.50271977E+00
-20.02500E-03,-4.21039565E+00,+3.50181532E+00
-20.00000E-03,-4.21215432E+00,+3.49827258E+00
-19.97500E-03,-4.19680259E+00,+3.50155144E+00
-19.95000E-03,-4.19876243E+00,+3.50141328E+00
-19.92500E-03,-4.19653905E+00,+3.50141328E+00
-19.90000E-03,-4.19021963E+00,+3.50107407E+00
-19.87500E-03,-4.18583529E+00,+3.50040827E+00
-19.85000E-03,-4.17501897E+00,+3.50142585E+00
-19.82500E-03,-4.17673990E+00,+3.50030774E+00
-19.80000E-03,-4.17030788E+00,+3.50083540E+00
-19.77500E-03,-4.16102360E+00,+3.49961685E+00
-19.75000E-03,-4.15480526E+00,+3.49896354E+00
-19.72500E-03,-4.14356168E+00,+3.50141328E+00
-19.70000E-03,-4.14158896E+00,+3.50018213E+00
-19.67500E-03,-4.12653898E+00,+3.50189069E+00
-19.65000E-03,-4.10374968E+00,+3.49994346E+00
-19.62500E-03,-4.08954131E+00,+3.50103639E+00
-19.60000E-03,-4.06359920E+00,+3.50064694E+00
-19.57500E-03,-4.05721690E+00,+3.50068466E+00
-19.55000E-03,-4.02030793E+00,+3.50126251E+00
-19.52500E-03,-3.99547063E+00,+3.50234293E+00
-19.50000E-03,-3.99619995E+00,+3.50153892E+00
-19.47500E-03,-3.95810929E+00,+3.49975498E+00
-19.45000E-03,-3.94199067E+00,+3.50175246E+00
-19.42500E-03,-3.92029538E+00,+3.50015700E+00
-19.40000E-03,-3.88980536E+00,+3.49980521E+00
-19.37500E-03,-3.88740532E+00,+3.50235551E+00
-19.35000E-03,-3.85593598E+00,+3.49988059E+00
-19.32500E-03,-3.82991785E+00,+3.50280779E+00
-19.30000E-03,-3.82209168E+00,+3.50136299E+00
-19.27500E-03,-3.79467979E+00,+3.50084793E+00
-19.25000E-03,-3.78325971E+00,+3.50191578E+00
-19.22500E-03,-3.76717952E+00,+3.49975496E+00
-19.20000E-03,-3.73725469E+00,+3.50027005E+00
-19.17500E-03,-3.72847355E+00,+3.50310924E+00
-19.15000E-03,-3.71059685E+00,+3.49930267E+00
-19.12500E-03,-3.69670200E+00,+3.50028263E+00
-19.10000E-03,-3.67975483E+00,+3.50077259E+00
-19.07500E-03,-3.65254411E+00,+3.50160170E+00
-19.05000E-03,-3.64298353E+00,+3.50062179E+00
-19.02500E-03,-3.63289587E+00,+3.50008163E+00
-19.00000E-03,-3.60568445E+00,+3.49864942E+00
-18.97500E-03,-3.59199098E+00,+3.49984293E+00
-18.95000E-03,-3.56592347E+00,+3.50006905E+00
-18.92500E-03,-3.54204132E+00,+3.49794598E+00
-18.90000E-03,-3.53206671E+00,+3.50125002E+00
-18.87500E-03,-3.49475480E+00,+3.50116204E+00
-18.85000E-03,-3.46431501E+00,+3.49995599E+00
-18.82500E-03,-3.43651382E+00,+3.50081024E+00
-18.80000E-03,-3.40423982E+00,+3.49990579E+00
-18.77500E-03,-3.38284510E+00,+3.50009421E+00
-18.75000E-03,-3.33966701E+00,+3.49984293E+00
-18.72500E-03,-3.30093542E+00,+3.49989317E+00
-18.70000E-03,-3.27471725E+00,+3.50069722E+00
-18.67500E-03,-3.24312185E+00,+3.49885043E+00
-18.65000E-03,-3.21450346E+00,+3.50060928E+00
-18.62500E-03,-3.19054613E+00,+3.50135046E+00
-18.60000E-03,-3.14751896E+00,+3.50073487E+00
-18.57500E-03,-3.12083514E+00,+3.50124994E+00
-18.55000E-03,-3.08941597E+00,+3.50150121E+00
-18.52500E-03,-3.04974217E+00,+3.50028258E+00
-18.50000E-03,-3.02019433E+00,+3.50216708E+00
-18.47500E-03,-2.98027010E+00,+3.49955394E+00
-18.45000E-03,-2.93530785E+00,+3.49942833E+00
-18.42500E-03,-2.90535787E+00,+3.50020724E+00
-18.40000E-03,-2.86885056E+00,+3.50055902E+00
-18.37500E-03,-2.82364908E+00,+3.50015707E+00
-18.35000E-03,-2.79112396E+00,+3.49998112E+00
-18.32500E-03,-2.74793346E+00,+3.50060925E+00
-18.30000E-03,-2.70906401E+00,+3.50023238E+00
-18.27500E-03,-2.68622492E+00,+3.50018211E+00
-18.25000E-03,-2.64086050E+00,+3.49827252E+00
-18.22500E-03,-2.59819678E+00,+3.50072230E+00
-18.20000E-03,-2.57265666E+00,+3.50015700E+00
-18.17500E-03,-2.53312198E+00,+3.50035801E+00
-18.15000E-03,-2.49324746E+00,+3.49799623E+00
-18.12500E-03,-2.47094806E+00,+3.49764447E+00
-18.10000E-03,-2.43299633E+00,+3.50010675E+00
-18.07500E-03,-2.38555867E+00,+3.49930270E+00
-18.05000E-03,-2.35347318E+00,+3.50032032E+00
-18.02500E-03,-2.31901384E+00,+3.50106156E+00
-18.00000E-03,-2.27735560E+00,+3.49682792E+00
-17.97500E-03,-2.25622449E+00,+3.49890072E+00
-17.95000E-03,-2.22510689E+00,+3.49996858E+00
-17.92500E-03,-2.17923971E+00,+3.49939066E+00
-17.90000E-03,-2.14619931E+00,+3.49931527E+00
-17.87500E-03,-2.11391323E+00,+3.50003136E+00
-17.85000E-03,-2.07710439E+00,+3.50076006E+00
-17.82500E-03,-2.04648836E+00,+3.49861178E+00
-17.80000E-03,-2.01871242E+00,+3.50093586E+00
-17.77500E-03,-1.97268201E+00,+3.49985551E+00
-17.75000E-03,-1.93841039E+00,+3.49934047E+00
-17.72500E-03,-1.90471716E+00,+3.49984293E+00
-17.70000E-03,-1.85863708E+00,+3.50086056E+00
-17.67500E-03,-1.82184030E+00,+3.49995601E+00
-17.65000E-03,-1.79466711E+00,+3.50074747E+00
-17.62500E-03,-1.73841057E+00,+3.50040823E+00
-17.60000E-03,-1.69608627E+00,+3.50106147E+00
-17.57500E-03,-1.65567190E+00,+3.50084790E+00
-17.55000E-03,-1.61231777E+00,+3.49935293E+00
-17.52500E-03,-1.57038292E+00,+3.50015700E+00
-17.50000E-03,-1.52873706E+00,+3.49984295E+00
-17.47500E-03,-1.47157633E+00,+3.49984293E+00
-17.45000E-03,-1.39700312E+00,+3.49679014E+00
-17.42500E-03,-1.33738041E+00,+3.49666450E+00
-17.40000E-03,-1.30920239E+00,+3.50015700E+00
-17.37500E-03,-1.29607397E+00,+3.49739318E+00
-17.35000E-03,-1.26034494E+00,+3.49985550E+00
-17.32500E-03,-1.18094805E+00,+3.50067209E+00
-17.30000E-03,-1.10912639E+00,+3.49993086E+00
-17.27500E-03,-1.08216694E+00,+3.49946607E+00
-17.25000E-03,-1.06052151E+00,+3.50078520E+00
-17.22500E-03,-1.03518199E+00,+3.50077260E+00
-17.20000E-03,-999.01346E-03,+3.49986806E+00
-17.17500E-03,-961.97868E-03,+3.49984293E+00
-17.15000E-03,-925.99836E-03,+3.49998108E+00
-17.12500E-03,-901.16186E-03,+3.49996855E+00
-17.10000E-03,-877.12931E-03,+3.49935298E+00
-17.07500E-03,-847.22980E-03,+3.49966704E+00
-17.05000E-03,-818.03361E-03,+3.50103633E+00
-17.02500E-03,-788.61173E-03,+3.49974247E+00
-17.00000E-03,-752.35524E-03,+3.49940318E+00
-16.97500E-03,-725.32021E-03,+3.49888809E+00
-16.95000E-03,-690.68462E-03,+3.49935300E+00
-16.92500E-03,-652.70710E-03,+3.49829766E+00
-16.90000E-03,-614.13920E-03,+3.49954138E+00
-16.87500E-03,-575.84779E-03,+3.49670224E+00
-16.85000E-03,-536.30001E-03,+3.49984293E+00
-16.82500E-03,-499.21466E-03,+3.49974243E+00
-16.80000E-03,-448.47344E-03,+3.50015700E+00
-16.77500E-03,-413.44831E-03,+3.49843594E+00
-16.75000E-03,-379.11418E-03,+3.49990575E+00
-16.72500E-03,-343.23482E-03,+3.50070972E+00
-16.70000E-03,-307.73218E-03,+3.49794589E+00
-16.67500E-03,-273.86296E-03,+3.49960418E+00
-16.65000E-03,-236.77741E-03,+3.49833536E+00
-16.62500E-03,-203.04632E-03,+3.50015700E+00
-16.60000E-03,-162.90816E-03,+3.50079768E+00
-16.57500E-03,-127.78245E-03,+3.49979266E+00
-16.55000E-03,-93.91319E-03,+3.49789563E+00
-16.52500E-03,-56.57640E-03,+3.49929016E+00
-16.50000E-03,-20.38296E-03,+3.49890068E+00
-16.47500E-03,+13.23513E-03,+3.49887554E+00
-16.45000E-03,+50.88590E-03,+3.50006905E+00
-16.42500E-03,+89.41606E-03,+3.50126250E+00
-16.40000E-03,+126.28792E-03,+3.49824746E+00
-16.37500E-03,+160.33318E-03,+3.49896352E+00
-16.35000E-03,+198.59945E-03,+3.49972987E+00
-16.32500E-03,+238.80047E-03,+3.49896346E+00
-16.30000E-03,+268.38582E-03,+3.49995598E+00
-16.27500E-03,+300.57192E-03,+3.49979267E+00
-16.25000E-03,+347.20497E-03,+3.49952887E+00
-16.22500E-03,+394.03923E-03,+3.50025749E+00
-16.20000E-03,+429.39088E-03,+3.49965452E+00
-16.17500E-03,+461.57685E-03,+3.49999367E+00
-16.15000E-03,+494.44115E-03,+3.49925242E+00
-16.12500E-03,+526.60200E-03,+3.49990571E+00
-16.10000E-03,+564.26526E-03,+3.50015700E+00
-16.07500E-03,+600.05664E-03,+3.49912681E+00
-16.05000E-03,+635.29539E-03,+3.49777003E+00
-16.02500E-03,+670.01911E-03,+3.49829765E+00
-16.00000E-03,+701.66473E-03,+3.49777014E+00
-15.97500E-03,+734.08930E-03,+3.49836049E+00
-15.95000E-03,+763.88842E-03,+3.49808417E+00
-15.92500E-03,+796.71497E-03,+3.49964198E+00
-15.90000E-03,+826.03667E-03,+3.49940330E+00
-15.87500E-03,+857.00406E-03,+3.49990576E+00
-15.85000E-03,+885.47117E-03,+3.49952886E+00
-15.82500E-03,+917.53150E-03,+3.49799622E+00
-15.80000E-03,+943.58702E-03,+3.49886302E+00
-15.77500E-03,+974.05152E-03,+3.49640071E+00
-15.75000E-03,+1.00769489E+00,+3.49890068E+00
-15.72500E-03,+1.04038349E+00,+3.49981782E+00
-15.70000E-03,+1.06941599E+00,+3.49983038E+00
-15.67500E-03,+1.10831028E+00,+3.49787054E+00
-15.65000E-03,+1.14386317E+00,+3.49833535E+00
-15.62500E-03,+1.17572272E+00,+3.49952887E+00
-15.60000E-03,+1.21435300E+00,+3.50156419E+00
-15.57500E-03,+1.28088594E+00,+3.49949128E+00
-15.55000E-03,+1.34452942E+00,+3.49838559E+00
-15.52500E-03,+1.37726759E+00,+3.49844843E+00
-15.50000E-03,+1.38753133E+00,+3.49827265E+00
-15.47500E-03,+1.40758187E+00,+3.50072229E+00
-15.45000E-03,+1.44633795E+00,+3.50067210E+00
-15.42500E-03,+1.51373773E+00,+3.49679016E+00
-15.40000E-03,+1.56794644E+00,+3.49988063E+00
-15.37500E-03,+1.60210440E+00,+3.49814683E+00
-15.35000E-03,+1.63719214E+00,+3.49785805E+00
-15.32500E-03,+1.67343617E+00,+3.49695355E+00
-15.30000E-03,+1.71142589E+00,+3.49643839E+00
-15.27500E-03,+1.76245613E+00,+3.50000626E+00
-15.25000E-03,+1.80700424E+00,+3.49978014E+00
-15.22500E-03,+1.84250657E+00,+3.49705397E+00
-15.20000E-03,+1.88559658E+00,+3.49815942E+00
-15.17500E-03,+1.93185296E+00,+3.49645104E+00
-15.15000E-03,+1.95705404E+00,+3.49733036E+00
-15.12500E-03,+1.99626244E+00,+3.49852384E+00
-15.10000E-03,+2.03759462E+00,+3.49842338E+00
-15.07500E-03,+2.06797169E+00,+3.49755660E+00
-15.05000E-03,+2.10594856E+00,+3.49808409E+00
-15.02500E-03,+2.15694089E+00,+3.49804651E+00
-15.00000E-03,+2.18545884E+00,+3.49670220E+00
-14.97500E-03,+2.20444067E+00,+3.49689059E+00
-14.95000E-03,+2.24392614E+00,+3.49825999E+00
-14.92500E-03,+2.27886378E+00,+3.49831031E+00
-14.90000E-03,+2.31959190E+00,+3.49765691E+00
-14.87500E-03,+2.36479257E+00,+3.49594852E+00
-14.85000E-03,+2.39202921E+00,+3.49609922E+00
-14.82500E-03,+2.42068458E+00,+3.49547100E+00
-14.80000E-03,+2.46677801E+00,+3.49681519E+00
-14.77500E-03,+2.50856229E+00,+3.49834798E+00
-14.75000E-03,+2.55229273E+00,+3.49689066E+00
-14.72500E-03,+2.59336032E+00,+3.49589825E+00
-14.70000E-03,+2.61882573E+00,+3.49730523E+00
-14.67500E-03,+2.64790812E+00,+3.49859930E+00
-14.65000E-03,+2.69187826E+00,+3.49976756E+00
-14.62500E-03,+2.72704210E+00,+3.49808409E+00
-14.60000E-03,+2.76123750E+00,+3.49823490E+00
-14.57500E-03,+2.80445325E+00,+3.49873733E+00
-14.55000E-03,+2.82672768E+00,+3.49763194E+00
-14.52500E-03,+2.84671450E+00,+3.49947864E+00
-14.50000E-03,+2.89123764E+00,+3.49896364E+00
-14.47500E-03,+2.91604961E+00,+3.49818462E+00
-14.45000E-03,+2.94249373E+00,+3.50015700E+00
-14.42500E-03,+2.98325969E+00,+3.49808409E+00
-14.40000E-03,+3.00107460E+00,+3.49822232E+00
-14.37500E-03,+3.01837372E+00,+3.49607410E+00
-14.35000E-03,+3.06309699E+00,+3.49952886E+00
-14.32500E-03,+3.08532104E+00,+3.49802124E+00
-14.30000E-03,+3.10353626E+00,+3.49952886E+00
-14.27500E-03,+3.13592311E+00,+3.49896349E+00
-14.25000E-03,+3.14299677E+00,+3.49871221E+00
-14.22500E-03,+3.16194115E+00,+3.49878758E+00
-14.20000E-03,+3.19949168E+00,+3.49528259E+00
-14.17500E-03,+3.21215491E+00,+3.49905155E+00
-14.15000E-03,+3.23073456E+00,+3.49729266E+00
-14.12500E-03,+3.26221731E+00,+3.49795851E+00
-14.10000E-03,+3.27395159E+00,+3.49912687E+00
-14.07500E-03,+3.30052125E+00,+3.49841071E+00
-14.05000E-03,+3.33687883E+00,+3.49861176E+00
-14.02500E-03,+3.34719235E+00,+3.49663945E+00
-14.00000E-03,+3.37616170E+00,+3.49758169E+00
-13.97500E-03,+3.40761990E+00,+3.49666455E+00
-13.95000E-03,+3.42493143E+00,+3.49741831E+00
-13.92500E-03,+3.46436526E+00,+3.49614948E+00
-13.90000E-03,+3.49131324E+00,+3.49966717E+00
-13.87500E-03,+3.50662661E+00,+3.49858673E+00
-13.85000E-03,+3.53779546E+00,+3.49638815E+00
-13.82500E-03,+3.56431581E+00,+3.49593587E+00
-13.80000E-03,+3.59029519E+00,+3.49554645E+00
-13.77500E-03,+3.61575991E+00,+3.49652642E+00
-13.75000E-03,+3.62358730E+00,+3.49576003E+00
-13.72500E-03,+3.64882537E+00,+3.49564691E+00
-13.70000E-03,+3.67205463E+00,+3.49682790E+00
-13.67500E-03,+3.68171482E+00,+3.49589818E+00
-13.65000E-03,+3.70349830E+00,+3.49795851E+00
-13.62500E-03,+3.71020794E+00,+3.49582284E+00
-13.60000E-03,+3.72765729E+00,+3.49788308E+00
-13.57500E-03,+3.75666536E+00,+3.49603640E+00
-13.55000E-03,+3.75976759E+00,+3.49607408E+00
-13.52500E-03,+3.78063380E+00,+3.49841076E+00
-13.50000E-03,+3.79142660E+00,+3.49689075E+00
-13.47500E-03,+3.80200410E+00,+3.49827258E+00
-13.45000E-03,+3.83606079E+00,+3.49836044E+00
-13.42500E-03,+3.83479284E+00,+3.49564688E+00
-13.40000E-03,+3.84189006E+00,+3.49513187E+00
-13.37500E-03,+3.85329818E+00,+3.49908912E+00
-13.35000E-03,+3.86069750E+00,+3.49597355E+00
-13.32500E-03,+3.87542039E+00,+3.49677767E+00
-13.30000E-03,+3.87869965E+00,+3.49596099E+00
-13.27500E-03,+3.87876219E+00,+3.49519464E+00
-13.25000E-03,+3.89456673E+00,+3.49827267E+00
-13.22500E-03,+3.90096141E+00,+3.49587307E+00
-13.20000E-03,+3.90572195E+00,+3.49843588E+00
-13.17500E-03,+3.91653907E+00,+3.49863679E+00
-13.15000E-03,+3.91405191E+00,+3.49743089E+00
-13.12500E-03,+3.93577225E+00,+3.49827251E+00
-13.10000E-03,+3.93538348E+00,+3.49513187E+00
-13.07500E-03,+3.93901331E+00,+3.49614940E+00
-13.05000E-03,+3.94689085E+00,+3.49650115E+00
-13.02500E-03,+3.94362456E+00,+3.49690322E+00
-13.00000E-03,+3.95317162E+00,+3.49726754E+00
-12.97500E-03,+3.95697872E+00,+3.49573487E+00
-12.95000E-03,+3.95465401E+00,+3.49564698E+00
-12.92500E-03,+3.97081047E+00,+3.49672725E+00
