Segundos(s),Canal 1(V),Canal 2(V)
-875.00E-06,-7.60325069E+00,-1.63234138E+00
-850.00E-06,-7.40656413E+00,-1.60380023E+00
-825.00E-06,-7.23264767E+00,-1.64867304E+00
-800.00E-06,-7.04381287E+00,-1.65248114E+00
-775.00E-06,-6.85870765E+00,-1.62295853E+00
-750.00E-06,-6.66928397E+00,-1.61754081E+00
-725.00E-06,-6.48888981E+00,-1.64447234E+00
-700.00E-06,-6.30574754E+00,-1.63253767E+00
-675.00E-06,-6.12476450E+00,-1.63775909E+00
-650.00E-06,-5.93710746E+00,-1.64227385E+00
-625.00E-06,-5.73983202E+00,-1.60513503E+00
-600.00E-06,-5.56611185E+00,-1.64368717E+00
-575.00E-06,-5.36824753E+00,-1.67682159E+00
-550.00E-06,-5.17273873E+00,-1.60560614E+00
-525.00E-06,-4.99548528E+00,-1.64164571E+00
-500.00E-06,-4.79820984E+00,-1.63505023E+00
-475.00E-06,-4.60054181E+00,-1.61950375E+00
-450.00E-06,-4.42564388E+00,-1.68498742E+00
-425.00E-06,-4.22130185E+00,-1.60866832E+00
-400.00E-06,-4.03658923E+00,-1.62484295E+00
-375.00E-06,-3.86267277E+00,-1.66508321E+00
-350.00E-06,-3.66166774E+00,-1.62955400E+00
-325.00E-06,-3.48127358E+00,-1.62672737E+00
-300.00E-06,-3.29538319E+00,-1.64588566E+00
-275.00E-06,-3.09732257E+00,-1.62613849E+00
-250.00E-06,-2.90946924E+00,-1.63638503E+00
-225.00E-06,-2.72593438E+00,-1.65051820E+00
-200.00E-06,-2.52277012E+00,-1.64368717E+00
-175.00E-06,-2.34826478E+00,-1.59198334E+00
-150.00E-06,-2.17572238E+00,-1.67061870E+00
-125.00E-06,-1.98669128E+00,-1.62629552E+00
-100.00E-06,-1.80354901E+00,-1.63457913E+00
-75.00E-06,-1.62374373E+00,-1.64431531E+00
-50.00E-06,-1.42509423E+00,-1.61973930E+00
-25.00E-06,-1.24548525E+00,-1.63736650E+00
+0.0E+00,-1.07804649E+00,-1.67697863E+00
+25.00E-06,-873.70447E-03,-1.61129866E+00
+50.00E-06,-700.37689E-03,-1.64894785E+00
+75.00E-06,-518.60867E-03,-1.64470790E+00
+100.00E-06,-334.48493E-03,-1.63693466E+00
+125.00E-06,-154.48336E-03,-1.64396198E+00
+150.00E-06,+13.74058E-03,-1.64455086E+00
+175.00E-06,+196.68656E-03,-1.65146041E+00
+200.00E-06,+372.95855E-03,-1.61856154E+00
+225.00E-06,+544.12689E-03,-1.66567209E+00
+250.00E-06,+732.56910E-03,-1.63128139E+00
+275.00E-06,+909.62626E-03,-1.63948648E+00
+300.00E-06,+1.09217966E+00,-1.64478641E+00
+325.00E-06,+1.27002199E+00,-1.64050721E+00
+350.00E-06,+1.45453833E+00,-1.63159546E+00
+375.00E-06,+1.62236967E+00,-1.65444408E+00
+400.00E-06,+1.82396358E+00,-1.61793340E+00
+425.00E-06,+1.99709486E+00,-1.63139917E+00
+450.00E-06,+2.16904838E+00,-1.62554961E+00
+475.00E-06,+2.36416459E+00,-1.63029992E+00
+500.00E-06,+2.55574751E+00,-1.61950375E+00
+525.00E-06,+2.74144160E+00,-1.63764131E+00
+550.00E-06,+2.93459487E+00,-1.60780463E+00
+575.00E-06,+3.11989638E+00,-1.63289100E+00
+600.00E-06,+3.30166460E+00,-1.63332285E+00
+625.00E-06,+3.49560304E+00,-1.61396826E+00
+650.00E-06,+3.67462314E+00,-1.60929647E+00
+675.00E-06,+3.85207289E+00,-1.63033918E+00
+700.00E-06,+4.05621862E+00,-1.62060300E+00
+725.00E-06,+4.24583860E+00,-1.60937498E+00
+750.00E-06,+4.43192529E+00,-1.61267272E+00
+775.00E-06,+4.62370450E+00,-1.64651380E+00
+800.00E-06,+4.82333546E+00,-1.54538315E+00
+825.00E-06,+4.98645576E+00,-1.65915513E+00
+850.00E-06,+5.18647931E+00,-1.59916770E+00
+875.00E-06,+5.37236970E+00,-1.60894314E+00
+900.00E-06,+5.55511939E+00,-1.62358667E+00
+925.00E-06,+5.74238384E+00,-1.59586996E+00
+950.00E-06,+5.92611500E+00,-1.61494973E+00
+975.00E-06,+6.09590928E+00,-1.61039571E+00
+1.00000E-03,+6.29318472E+00,-1.60317209E+00
+1.02500E-03,+6.49006758E+00,-1.60988535E+00
+1.05000E-03,+6.67713573E+00,-1.60238692E+00
+1.07500E-03,+6.86459647E+00,-1.60768685E+00
+1.10000E-03,+7.04773875E+00,-1.59327888E+00
+1.12500E-03,+7.21596268E+00,-1.60870758E+00
+1.15000E-03,+7.39400131E+00,-1.59272925E+00
+1.17500E-03,+7.57635841E+00,-1.57702574E+00
+1.20000E-03,+7.74733046E+00,-1.64839822E+00
+1.22500E-03,+7.94205408E+00,-1.56807473E+00
+1.25000E-03,+8.12460748E+00,-1.59689069E+00
+1.27500E-03,+8.30480534E+00,-1.60281876E+00
+1.30000E-03,+8.48696615E+00,-1.59516330E+00
+1.32500E-03,+8.66578995E+00,-1.58205086E+00
+1.35000E-03,+8.83676200E+00,-1.60105212E+00
+1.37500E-03,+9.01224881E+00,-1.58354270E+00
+1.40000E-03,+9.18891339E+00,-1.60851129E+00
+1.42500E-03,+9.36871867E+00,-1.56081186E+00
+1.45000E-03,+9.54263512E+00,-1.60584169E+00
+1.47500E-03,+9.71242941E+00,-1.57467021E+00
+1.50000E-03,+9.88536440E+00,-1.58605526E+00
+1.52500E-03,+10.06320674E+00,-1.57792869E+00
+1.55000E-03,+10.23947872E+00,-1.58660488E+00
+1.57500E-03,+10.42576170E+00,-1.55303861E+00
+1.60000E-03,+10.59751893E+00,-1.60254395E+00
+1.62500E-03,+10.80814236E+00,-1.54601129E+00
+1.65000E-03,+10.98500323E+00,-1.58448491E+00
+1.67500E-03,+11.17580097E+00,-1.56827103E+00
+1.70000E-03,+11.36149506E+00,-1.55841707E+00
+1.72500E-03,+11.53933740E+00,-1.57329615E+00
+1.75000E-03,+11.71089833E+00,-1.56595476E+00
+1.77500E-03,+11.90326642E+00,-1.55990890E+00
+1.80000E-03,+12.07207924E+00,-1.53627511E+00
+1.82500E-03,+12.25482893E+00,-1.57117618E+00
+1.85000E-03,+12.43326015E+00,-1.54930903E+00
+1.87500E-03,+12.60482108E+00,-1.54640388E+00
+1.90000E-03,+12.78030789E+00,-1.54946606E+00
+1.92500E-03,+12.96580569E+00,-1.54801349E+00
+1.95000E-03,+13.13559998E+00,-1.51845162E+00
+1.97500E-03,+13.30559056E+00,-1.58405306E+00
+2.00000E-03,+13.49952900E+00,-1.48885049E+00
+2.02500E-03,+13.66147153E+00,-1.50918654E+00
+2.05000E-03,+13.81516971E+00,-1.56187184E+00
+2.07500E-03,+14.01224885E+00,-1.49784075E+00
+2.10000E-03,+14.17870614E+00,-1.51554647E+00
+2.12500E-03,+14.35792254E+00,-1.51990419E+00
+2.15000E-03,+14.54027964E+00,-1.46568780E+00
+2.17500E-03,+14.69515558E+00,-1.52999370E+00
+2.20000E-03,+14.87358680E+00,-1.46403893E+00
+2.22500E-03,+15.04966249E+00,-1.46635520E+00
+2.25000E-03,+15.21788643E+00,-1.42305275E+00
+2.27500E-03,+15.37531419E+00,-1.42925564E+00
+2.30000E-03,+15.54334183E+00,-1.35113064E+00
+2.32500E-03,+15.68231796E+00,-1.28199590E+00
+2.35000E-03,+15.81697563E+00,-1.17336682E+00
+2.37500E-03,+15.95104441E+00,-1.01079616E+00
+2.40000E-03,+16.04978028E+00,-902.79522E-03
+2.42500E-03,+16.13124227E+00,-850.34547E-03
+2.45000E-03,+16.22526709E+00,-534.54773E-03
+2.47500E-03,+16.27807017E+00,-429.02010E-03
+2.50000E-03,+16.31202902E+00,-266.95980E-03
+2.52500E-03,+16.33636947E+00,-127.74811E-03
+2.55000E-03,+16.34108053E+00,+2.74812E-03
+2.57500E-03,+16.33636947E+00,+166.69284E-03
+2.60000E-03,+16.31674008E+00,+334.64196E-03
+2.62500E-03,+16.24980383E+00,+426.07569E-03
+2.65000E-03,+16.19974887E+00,+588.48932E-03
+2.67500E-03,+16.12810157E+00,+703.32129E-03
+2.70000E-03,+16.04820992E+00,+813.91331E-03
+2.72500E-03,+15.95124070E+00,+920.18686E-03
+2.75000E-03,+15.84641972E+00,+973.61808E-03
+2.77500E-03,+15.73198034E+00,+1.06442367E+00
+2.80000E-03,+15.61636319E+00,+1.13834798E+00
+2.82500E-03,+15.48523881E+00,+1.18651852E+00
+2.85000E-03,+15.34076645E+00,+1.22840765E+00
+2.87500E-03,+15.19138674E+00,+1.27355526E+00
+2.90000E-03,+15.04004409E+00,+1.31218592E+00
+2.92500E-03,+14.89203843E+00,+1.35372172E+00
+2.95000E-03,+14.73264773E+00,+1.35160174E+00
+2.97500E-03,+14.57129408E+00,+1.41720319E+00
+3.00000E-03,+14.41190338E+00,+1.39996858E+00
+3.02500E-03,+14.24014615E+00,+1.44857096E+00
+3.05000E-03,+14.06760375E+00,+1.44024810E+00
+3.07500E-03,+13.90880193E+00,+1.48264760E+00
+3.10000E-03,+13.73194106E+00,+1.48099873E+00
+3.12500E-03,+13.56882077E+00,+1.49057787E+00
+3.15000E-03,+13.39981166E+00,+1.51499684E+00
+3.17500E-03,+13.23217661E+00,+1.50455400E+00
+3.20000E-03,+13.06140086E+00,+1.50957913E+00
+3.22500E-03,+12.89180286E+00,+1.56147925E+00
+3.25000E-03,+12.70336065E+00,+1.50777323E+00
+3.27500E-03,+12.53101455E+00,+1.54542241E+00
+3.30000E-03,+12.35945361E+00,+1.55182159E+00
+3.32500E-03,+12.17886316E+00,+1.53843434E+00
+3.35000E-03,+12.00416153E+00,+1.57443466E+00
+3.37500E-03,+11.81787855E+00,+1.52540042E+00
+3.40000E-03,+11.63552145E+00,+1.57396355E+00
+3.42500E-03,+11.47063451E+00,+1.57788943E+00
+3.45000E-03,+11.28454783E+00,+1.55676820E+00
+3.47500E-03,+11.10474255E+00,+1.57765388E+00
+3.50000E-03,+10.91158928E+00,+1.57160802E+00
+3.52500E-03,+10.72511001E+00,+1.56615105E+00
+3.55000E-03,+10.53902332E+00,+1.58110865E+00
+3.57500E-03,+10.35509587E+00,+1.58275752E+00
+3.60000E-03,+10.17195360E+00,+1.59217963E+00
+3.62500E-03,+9.99548532E+00,+1.54734609E+00
+3.65000E-03,+9.82097998E+00,+1.60804018E+00
+3.67500E-03,+9.64863387E+00,+1.57675093E+00
+3.70000E-03,+9.47393223E+00,+1.58966707E+00
+3.72500E-03,+9.29766025E+00,+1.58801820E+00
+3.75000E-03,+9.11589203E+00,+1.58275752E+00
+3.77500E-03,+8.94295704E+00,+1.58424935E+00
+3.80000E-03,+8.77748122E+00,+1.60191581E+00
+3.82500E-03,+8.59080566E+00,+1.58644785E+00
+3.85000E-03,+8.41865584E+00,+1.59995287E+00
+3.87500E-03,+8.23885057E+00,+1.59029521E+00
+3.90000E-03,+8.05511941E+00,+1.59767586E+00
+3.92500E-03,+7.86687349E+00,+1.60171952E+00
+3.95000E-03,+7.68883486E+00,+1.61479270E+00
+3.97500E-03,+7.50176670E+00,+1.56002668E+00
+4.00000E-03,+7.32804654E+00,+1.64148868E+00
+4.02500E-03,+7.16374849E+00,+1.59606625E+00
+4.05000E-03,+6.98021362E+00,+1.59539885E+00
+4.07500E-03,+6.79962317E+00,+1.60513503E+00
+4.10000E-03,+6.60804025E+00,+1.59579144E+00
+4.12500E-03,+6.41213887E+00,+1.61455714E+00
+4.15000E-03,+6.22408924E+00,+1.58668340E+00
+4.17500E-03,+6.04094697E+00,+1.63351914E+00
+4.20000E-03,+5.85662693E+00,+1.58746858E+00
+4.22500E-03,+5.67505501E+00,+1.60929647E+00
+4.25000E-03,+5.49034238E+00,+1.61487121E+00
+4.27500E-03,+5.30032982E+00,+1.60372172E+00
+4.30000E-03,+5.12170230E+00,+1.61149496E+00
+4.32500E-03,+4.93070827E+00,+1.60537059E+00
+4.35000E-03,+4.74599564E+00,+1.59374998E+00
+4.37500E-03,+4.56383483E+00,+1.65518999E+00
+4.40000E-03,+4.37107415E+00,+1.56642586E+00
+4.42500E-03,+4.18263194E+00,+1.63014288E+00
+4.45000E-03,+3.99890079E+00,+1.63088880E+00
+4.47500E-03,+3.79966240E+00,+1.60434986E+00
+4.50000E-03,+3.62280154E+00,+1.61981782E+00
+4.52500E-03,+3.44240738E+00,+1.62213409E+00
+4.55000E-03,+3.24709487E+00,+1.59492775E+00
+4.57500E-03,+3.07023401E+00,+1.64203830E+00
+4.60000E-03,+2.88709173E+00,+1.59406405E+00
+4.62500E-03,+2.69707917E+00,+1.64396198E+00
+4.65000E-03,+2.50196296E+00,+1.59045224E+00
+4.67500E-03,+2.31921327E+00,+1.63434358E+00
+4.70000E-03,+2.12861183E+00,+1.61196606E+00
+4.72500E-03,+1.95273243E+00,+1.62645256E+00
+4.75000E-03,+1.77528268E+00,+1.61777636E+00
+4.77500E-03,+1.59174781E+00,+1.59359295E+00
+4.80000E-03,+1.42509423E+00,+1.67635048E+00
+4.82500E-03,+1.23606314E+00,+1.60344690E+00
+4.85000E-03,+1.05920227E+00,+1.60992461E+00
+4.87500E-03,+880.77105E-03,+1.62943623E+00
+4.90000E-03,+710.58418E-03,+1.62845476E+00
+4.92500E-03,+530.77890E-03,+1.62233038E+00
+4.95000E-03,+352.54397E-03,+1.63646355E+00
+4.97500E-03,+178.23493E-03,+1.64066424E+00
+5.00000E-03,-785.18E-06,+1.61353641E+00
+5.02500E-03,-176.07569E-03,+1.62908290E+00
+5.05000E-03,-351.75880E-03,+1.63976129E+00
+5.07500E-03,-524.49749E-03,+1.63135991E+00
+5.10000E-03,-715.29523E-03,+1.64086054E+00
+5.12500E-03,-894.31533E-03,+1.61985708E+00
+5.15000E-03,-1.06980214E+00,+1.67171795E+00
+5.17500E-03,-1.26432947E+00,+1.61915042E+00
+5.20000E-03,-1.44550881E+00,+1.62358667E+00
+5.22500E-03,-1.63159549E+00,+1.65530777E+00
+5.25000E-03,-1.82160805E+00,+1.62641330E+00
+5.27500E-03,-2.00376886E+00,+1.63556060E+00
+5.30000E-03,-2.18043343E+00,+1.64023239E+00
+5.32500E-03,-2.36985712E+00,+1.63261619E+00
+5.35000E-03,-2.54868092E+00,+1.62688440E+00
+5.37500E-03,-2.72436403E+00,+1.61412530E+00
+5.40000E-03,-2.90907666E+00,+1.68043340E+00
+5.42500E-03,-3.11518533E+00,+1.60336839E+00
+5.45000E-03,-3.30637565E+00,+1.63261619E+00
+5.47500E-03,-3.49795857E+00,+1.62668811E+00
+5.50000E-03,-3.68326008E+00,+1.62264445E+00
+5.52500E-03,-3.86424312E+00,+1.63351914E+00
+5.55000E-03,-4.04718910E+00,+1.61832599E+00
+5.57500E-03,-4.23268690E+00,+1.64125312E+00
+5.60000E-03,-4.42132541E+00,+1.61887561E+00
+5.62500E-03,-4.60603804E+00,+1.61899339E+00
+5.65000E-03,-4.80252830E+00,+1.64023239E+00
+5.67500E-03,-4.98881128E+00,+1.62138817E+00
+5.70000E-03,-5.17587944E+00,+1.63002511E+00
+5.72500E-03,-5.36608830E+00,+1.62028893E+00
+5.75000E-03,-5.54726763E+00,+1.62248742E+00
+5.77500E-03,-5.74159866E+00,+1.63057473E+00
+5.80000E-03,-5.93043346E+00,+1.62861179E+00
+5.82500E-03,-6.11220168E+00,+1.61129866E+00
+5.85000E-03,-6.29082919E+00,+1.64604270E+00
+5.87500E-03,-6.47750476E+00,+1.61675564E+00
+5.90000E-03,-6.65750633E+00,+1.62248742E+00
+5.92500E-03,-6.84437819E+00,+1.62637404E+00
+5.95000E-03,-7.02928712E+00,+1.60380023E+00
+5.97500E-03,-7.20752204E+00,+1.64298051E+00
+6.00000E-03,-7.38614956E+00,+1.62547109E+00
+6.02500E-03,-7.58715458E+00,+1.62920067E+00
+6.05000E-03,-7.76853021E+00,+1.59445664E+00
+6.07500E-03,-7.94931696E+00,+1.63885834E+00
+6.10000E-03,-8.14305911E+00,+1.60741204E+00
+6.12500E-03,-8.32914579E+00,+1.62704144E+00
+6.15000E-03,-8.51287695E+00,+1.61848302E+00
+6.17500E-03,-8.70818945E+00,+1.56399182E+00
+6.20000E-03,-8.87013198E+00,+1.65593591E+00
+6.22500E-03,-9.05111502E+00,+1.62704144E+00
+6.25000E-03,-9.25172746E+00,+1.59265074E+00
+6.27500E-03,-9.43683267E+00,+1.61722674E+00
+6.30000E-03,-9.62154530E+00,+1.61008164E+00
+6.32500E-03,-9.80665052E+00,+1.59524182E+00
+6.35000E-03,-9.97880033E+00,+1.62688440E+00
+6.37500E-03,-10.15880190E+00,+1.60858981E+00
+6.40000E-03,-10.35882546E+00,+1.54601129E+00
+6.42500E-03,-10.51232734E+00,+1.64082128E+00
+6.45000E-03,-10.69841403E+00,+1.60427134E+00
+6.47500E-03,-10.89137100E+00,+1.58103013E+00
+6.50000E-03,-11.07333551E+00,+1.60081657E+00
+6.52500E-03,-11.27296648E+00,+1.57753610E+00
+6.55000E-03,-11.46670863E+00,+1.59979584E+00
+6.57500E-03,-11.64062509E+00,+1.58126569E+00
+6.60000E-03,-11.83338577E+00,+1.58746858E+00
+6.62500E-03,-12.02182798E+00,+1.54883792E+00
+6.65000E-03,-12.18239645E+00,+1.57569094E+00
+6.67500E-03,-12.37221272E+00,+1.58236493E+00
+6.70000E-03,-12.55103653E+00,+1.55778893E+00
+6.72500E-03,-12.73260845E+00,+1.57054804E+00
+6.75000E-03,-12.91221744E+00,+1.52881594E+00
+6.77500E-03,-13.08691907E+00,+1.54514760E+00
+6.80000E-03,-13.26868729E+00,+1.58244345E+00
+6.82500E-03,-13.45771838E+00,+1.49921481E+00
+6.85000E-03,-13.62829785E+00,+1.51523240E+00
+6.87500E-03,-13.78003309E+00,+1.52916927E+00
+6.90000E-03,-13.95571619E+00,+1.50031405E+00
+6.92500E-03,-14.11628466E+00,+1.49466079E+00
+6.95000E-03,-14.27646054E+00,+1.49560300E+00
+6.97500E-03,-14.45822876E+00,+1.43781405E+00
+7.00000E-03,-14.61447876E+00,+1.46686556E+00
+7.02500E-03,-14.78073975E+00,+1.45414571E+00
+7.05000E-03,-14.95445992E+00,+1.41056845E+00
+7.07500E-03,-15.11502838E+00,+1.39172423E+00
+7.10000E-03,-15.27795238E+00,+1.36165200E+00
+7.12500E-03,-15.42929503E+00,+1.32007693E+00
+7.15000E-03,-15.57592663E+00,+1.33825375E+00
+7.17500E-03,-15.74061727E+00,+1.21553077E+00
+7.20000E-03,-15.88018229E+00,+1.17980526E+00
+7.22500E-03,-16.00836225E+00,+1.14965451E+00
+7.25000E-03,-16.13536445E+00,+1.05032976E+00
+7.27500E-03,-16.24371872E+00,+971.69440E-03
+7.30000E-03,-16.35207299E+00,+883.00878E-03
+7.32500E-03,-16.45002368E+00,+754.55401E-03
+7.35000E-03,-16.52441910E+00,+648.08416E-03
+7.37500E-03,-16.58801835E+00,+580.48052E-03
+7.40000E-03,-16.65436571E+00,+382.38065E-03
+7.42500E-03,-16.68852086E+00,+229.19284E-03
+7.45000E-03,-16.70265403E+00,+191.97550E-03
+7.47500E-03,-16.72444266E+00,+37.45289E-03
+7.50000E-03,-16.72346119E+00,-53.23492E-03
+7.52500E-03,-16.70972061E+00,-141.92054E-03
+7.55000E-03,-16.69951332E+00,-287.06030E-03
+7.57500E-03,-16.65142130E+00,-306.84673E-03
+7.60000E-03,-16.60097375E+00,-413.78768E-03
+7.62500E-03,-16.56465936E+00,-537.92399E-03
+7.65000E-03,-16.49536759E+00,-616.04899E-03
+7.67500E-03,-16.42175735E+00,-678.15640E-03
+7.70000E-03,-16.34265088E+00,-766.80276E-03
+7.72500E-03,-16.24960754E+00,-826.90797E-03
+7.75000E-03,-16.14714209E+00,-892.66645E-03
+7.77500E-03,-16.06195050E+00,-989.12530E-03
+7.80000E-03,-15.93514460E+00,-1.00832285E+00
+7.82500E-03,-15.80362764E+00,-1.01503611E+00
+7.85000E-03,-15.69056231E+00,-1.14706343E+00
+7.87500E-03,-15.55845647E+00,-1.15986180E+00
+7.90000E-03,-15.41064711E+00,-1.19315325E+00
+7.92500E-03,-15.27461538E+00,-1.22675878E+00
+7.95000E-03,-15.13033931E+00,-1.25910803E+00
+7.97500E-03,-14.98252995E+00,-1.29334169E+00
+8.00000E-03,-14.83903906E+00,-1.35411431E+00
+8.02500E-03,-14.66551519E+00,-1.32808573E+00
+8.05000E-03,-14.51005036E+00,-1.36494973E+00
+8.07500E-03,-14.36106324E+00,-1.39557159E+00
+8.10000E-03,-14.19755036E+00,-1.41739948E+00
+8.12500E-03,-14.03619672E+00,-1.42167869E+00
+8.15000E-03,-13.88426518E+00,-1.45924936E+00
+8.17500E-03,-13.72310783E+00,-1.44001255E+00
+8.20000E-03,-13.56077272E+00,-1.50298365E+00
+8.22500E-03,-13.39156732E+00,-1.48453202E+00
+8.25000E-03,-13.21608051E+00,-1.50062812E+00
+8.27500E-03,-13.03215305E+00,-1.49823334E+00
+8.30000E-03,-12.86746241E+00,-1.52167084E+00
+8.32500E-03,-12.68942378E+00,-1.54055432E+00
+8.35000E-03,-12.50824444E+00,-1.53391958E+00
+8.37500E-03,-12.33040211E+00,-1.53246701E+00
+8.40000E-03,-12.15373753E+00,-1.57616204E+00
+8.42500E-03,-11.97569890E+00,-1.54141801E+00
+8.45000E-03,-11.79373439E+00,-1.57184358E+00
+8.47500E-03,-11.61805128E+00,-1.57596575E+00
+8.50000E-03,-11.42666466E+00,-1.57192209E+00
+8.52500E-03,-11.23900763E+00,-1.58110865E+00
+8.55000E-03,-11.04546177E+00,-1.56760363E+00
+8.57500E-03,-10.85858991E+00,-1.61600972E+00
+8.60000E-03,-10.66975511E+00,-1.58715451E+00
+8.62500E-03,-10.49269795E+00,-1.57820350E+00
+8.65000E-03,-10.31799631E+00,-1.61282976E+00
+8.67500E-03,-10.13838733E+00,-1.59371072E+00
+8.70000E-03,-9.96388199E+00,-1.61573491E+00
+8.72500E-03,-9.77171019E+00,-1.60250469E+00
+8.75000E-03,-9.58778274E+00,-1.59783290E+00
+8.77500E-03,-9.41327740E+00,-1.63442209E+00
+8.80000E-03,-9.21560937E+00,-1.58527008E+00
+8.82500E-03,-9.03148562E+00,-1.64996858E+00
+8.85000E-03,-8.84775447E+00,-1.61039571E+00
+8.87500E-03,-8.66382702E+00,-1.61915042E+00
+8.90000E-03,-8.48225509E+00,-1.61636305E+00
+8.92500E-03,-8.29852393E+00,-1.62986807E+00
+8.95000E-03,-8.10497808E+00,-1.61542084E+00
+8.97500E-03,-7.91810622E+00,-1.63336211E+00
+9.00000E-03,-7.73005659E+00,-1.61636305E+00
+9.02500E-03,-7.54750320E+00,-1.65715293E+00
+9.05000E-03,-7.35277958E+00,-1.60364320E+00
+9.07500E-03,-7.17532983E+00,-1.64800564E+00
+9.10000E-03,-6.97707292E+00,-1.62201631E+00
+9.12500E-03,-6.79785652E+00,-1.63116361E+00
+9.15000E-03,-6.61275131E+00,-1.61981782E+00
+9.17500E-03,-6.43647932E+00,-1.66739948E+00
+9.20000E-03,-6.23979276E+00,-1.62452888E+00
+9.22500E-03,-6.06999848E+00,-1.62810143E+00
+9.25000E-03,-5.87900444E+00,-1.63324433E+00
+9.27500E-03,-5.69272146E+00,-1.63665984E+00
+9.30000E-03,-5.49623120E+00,-1.63976129E+00
+9.32500E-03,-5.30837787E+00,-1.62653108E+00
+9.35000E-03,-5.12170230E+00,-1.64392272E+00
+9.37500E-03,-4.93777485E+00,-1.63901537E+00
+9.40000E-03,-4.74167717E+00,-1.63677762E+00
+9.42500E-03,-4.53812032E+00,-1.63697391E+00
+9.45000E-03,-4.36204463E+00,-1.63724873E+00
+9.47500E-03,-4.16751731E+00,-1.63756280E+00
+9.50000E-03,-3.97927139E+00,-1.63505023E+00
+9.52500E-03,-3.79985870E+00,-1.63147768E+00
+9.55000E-03,-3.61416460E+00,-1.66967649E+00
+9.57500E-03,-3.41924469E+00,-1.58318937E+00
+9.60000E-03,-3.23728018E+00,-1.68891330E+00
+9.62500E-03,-3.04726761E+00,-1.62594219E+00
+9.65000E-03,-2.84194412E+00,-1.63018214E+00
+9.67500E-03,-2.66037219E+00,-1.63980055E+00
+9.70000E-03,-2.47487439E+00,-1.63740576E+00
+9.72500E-03,-2.29271359E+00,-1.62861179E+00
+9.75000E-03,-2.11879713E+00,-1.65004709E+00
+9.77500E-03,-1.93702891E+00,-1.60603799E+00
+9.80000E-03,-1.74387564E+00,-1.67163943E+00
+9.82500E-03,-1.55994819E+00,-1.59426035E+00
+9.85000E-03,-1.37366521E+00,-1.66213880E+00
+9.87500E-03,-1.18424153E+00,-1.62582442E+00
+9.90000E-03,-1.00581031E+00,-1.64290199E+00
+9.92500E-03,-821.49027E-03,-1.64133164E+00
+9.95000E-03,-641.88129E-03,-1.63128139E+00
+9.97500E-03,-465.02042E-03,-1.65935143E+00
+10.00000E-03,-278.73744E-03,-1.62390074E+00
+10.02500E-03,-95.39887E-03,-1.63748428E+00
+10.05000E-03,+69.09548E-03,-1.65475815E+00
+10.07500E-03,+250.07852E-03,-1.64035017E+00
+10.10000E-03,+431.06156E-03,-1.63991832E+00
+10.12500E-03,+610.67054E-03,-1.64349087E+00
+10.15000E-03,+792.24247E-03,-1.63065325E+00
+10.17500E-03,+975.38474E-03,-1.65071449E+00
+10.20000E-03,+1.15342338E+00,-1.61918968E+00
+10.22500E-03,+1.33578048E+00,-1.64050721E+00
+10.25000E-03,+1.50832288E+00,-1.63850501E+00
+10.27500E-03,+1.68910962E+00,-1.63709169E+00
+10.30000E-03,+1.87657037E+00,-1.62452888E+00
+10.32500E-03,+2.04577577E+00,-1.65149967E+00
+10.35000E-03,+2.23107728E+00,-1.61337938E+00
+10.37500E-03,+2.42010837E+00,-1.65962624E+00
+10.40000E-03,+2.63269474E+00,-1.56768214E+00
+10.42500E-03,+2.80464826E+00,-1.65793811E+00
+10.45000E-03,+2.99230530E+00,-1.60277951E+00
+10.47500E-03,+3.18624374E+00,-1.63324433E+00
+10.50000E-03,+3.37154525E+00,-1.61447863E+00
+10.52500E-03,+3.54919130E+00,-1.62857253E+00
+10.55000E-03,+3.73037063E+00,-1.61000312E+00
+10.57500E-03,+3.92489796E+00,-1.61730526E+00
+10.60000E-03,+4.11510682E+00,-1.60725501E+00
+10.62500E-03,+4.30688603E+00,-1.62515702E+00
+10.65000E-03,+4.49827265E+00,-1.60992461E+00
+10.67500E-03,+4.68769633E+00,-1.61671638E+00
+10.70000E-03,+4.87201637E+00,-1.61667712E+00
+10.72500E-03,+5.06026229E+00,-1.59300407E+00
+10.75000E-03,+5.24104904E+00,-1.63779835E+00
+10.77500E-03,+5.43302454E+00,-1.61004238E+00
+10.80000E-03,+5.61636311E+00,-1.57898868E+00
+10.82500E-03,+5.79832762E+00,-1.63921167E+00
+10.85000E-03,+5.98696613E+00,-1.59987435E+00
+10.87500E-03,+6.17069728E+00,-1.60474245E+00
+10.90000E-03,+6.35678397E+00,-1.61322234E+00
+10.92500E-03,+6.55288165E+00,-1.58907819E+00
+10.95000E-03,+6.74112757E+00,-1.63285174E+00
+10.97500E-03,+6.92054026E+00,-1.56921324E+00
+11.00000E-03,+7.10034553E+00,-1.64808415E+00
+11.02500E-03,+7.27347682E+00,-1.58413158E+00
+11.05000E-03,+7.44464516E+00,-1.59100187E+00
+11.07500E-03,+7.62719855E+00,-1.61173051E+00
+11.10000E-03,+7.81799629E+00,-1.59123742E+00
+11.12500E-03,+7.99524975E+00,-1.60222988E+00
+11.15000E-03,+8.17760685E+00,-1.59547737E+00
+11.17500E-03,+8.37802299E+00,-1.57306060E+00
+11.20000E-03,+8.53564705E+00,-1.63929018E+00
+11.22500E-03,+8.72919291E+00,-1.54726757E+00
+11.25000E-03,+8.89407984E+00,-1.60741204E+00
