j,13,1.40
i,13,1.38
k,13,1.40
j,14,1.37
j,12,1.37
h,13,1.36
l,13,1.45
j,11,1.35
j,15,1.35
i,14,1.35
i,12,1.35
k,12,1.36
k,14,1.36
m,11,1.19
m,13,1.43
m,16,2.06
j,16,2.01
g,16,2.10
g,13,1.42
g,10,0.97
h,10,1.02
l,10,1.05
m,10,0.99
p,10,0.94
p,16,2.07
n,16,2.08
f,16,2.06
f,17,2.27
q,8,0.61
h,8,0.53
f,8,0.50
d,8,0.58
p,18,2.52
g,18,2.56
d,18,2.49
